,timestamp,x,y,z,Time
0,1648630708050,2.9368567,2.4290152,8.883632,2022:03:30:17:58:28.050
1,1648630708051,3.0189018,2.4385972,8.906988,2022:03:30:17:58:28.051
2,1648630708052,3.0428567,2.4092526,8.883632,2022:03:30:17:58:28.052
3,1648630708072,3.0428567,2.370925,8.935734,2022:03:30:17:58:28.072
4,1648630708097,3.0716023,2.3134334,9.00161,2022:03:30:17:58:28.097
5,1648630708116,3.0763934,2.2457612,8.978253,2022:03:30:17:58:28.116
6,1648630708135,3.018303,2.2457612,8.954299,2022:03:30:17:58:28.135
7,1648630708152,3.00393,2.236179,8.963881,2022:03:30:17:58:28.152
8,1648630708178,3.0374668,2.236179,8.8980055,2022:03:30:17:58:28.178
9,1648630708196,3.0710034,2.260134,8.992027,2022:03:30:17:58:28.196
10,1648630708215,3.0710034,2.2265973,8.930943,2022:03:30:17:58:28.215
11,1648630708235,3.0422578,2.2745068,8.954299,2022:03:30:17:58:28.235
12,1648630708256,3.013512,2.2894785,8.939926,2022:03:30:17:58:28.256
13,1648630708277,2.9703934,2.342179,8.911779,2022:03:30:17:58:28.277
14,1648630708297,2.9751844,2.3565521,8.91657,2022:03:30:17:58:28.297
15,1648630708315,2.9943483,2.361343,8.911779,2022:03:30:17:58:28.315
16,1648630708337,3.00393,2.361343,8.930943,2022:03:30:17:58:28.337
17,1648630708357,3.0129132,2.361343,8.921361,2022:03:30:17:58:28.357
18,1648630708380,3.0171053,2.34697,8.921361,2022:03:30:17:58:28.380
19,1648630708397,2.9931505,2.3278062,8.949508,2022:03:30:17:58:28.397
20,1648630708416,2.9739866,2.3230152,8.935135,2022:03:30:17:58:28.416
21,1648630708438,2.945241,2.3134334,8.949508,2022:03:30:17:58:28.438
22,1648630708457,2.9644046,2.3278062,8.930344,2022:03:30:17:58:28.457
23,1648630708477,2.9883595,2.351761,8.930344,2022:03:30:17:58:28.477
24,1648630708498,3.0171053,2.3373883,8.939926,2022:03:30:17:58:28.498
25,1648630708516,3.0212972,2.3230152,8.949508,2022:03:30:17:58:28.516
26,1648630708539,3.0165064,2.3373883,8.939926,2022:03:30:17:58:28.539
27,1648630708559,2.9799752,2.370925,8.935734,2022:03:30:17:58:28.559
28,1648630708581,2.9512296,2.3757157,8.911779,2022:03:30:17:58:28.581
29,1648630708597,2.9709923,2.3565521,8.926152,2022:03:30:17:58:28.597
30,1648630708620,2.999738,2.3805068,8.91657,2022:03:30:17:58:28.620
31,1648630708640,3.0141108,2.366134,8.935734,2022:03:30:17:58:28.640
32,1648630708661,3.004529,2.361343,8.935734,2022:03:30:17:58:28.661
33,1648630708681,3.0195007,2.3565521,8.940525,2022:03:30:17:58:28.681
34,1648630708700,3.005128,2.361343,8.935734,2022:03:30:17:58:28.700
35,1648630708722,3.000337,2.351761,8.930943,2022:03:30:17:58:28.722
36,1648630708741,2.9955459,2.34697,8.930943,2022:03:30:17:58:28.741
37,1648630708765,2.9937494,2.34697,8.930943,2022:03:30:17:58:28.765
38,1648630708781,2.9937494,2.34697,8.935734,2022:03:30:17:58:28.781
39,1648630708802,3.022495,2.3373883,8.930943,2022:03:30:17:58:28.802
40,1648630708820,2.9985402,2.3373883,8.944716,2022:03:30:17:58:28.820
41,1648630708844,3.0033312,2.351761,8.944716,2022:03:30:17:58:28.844
42,1648630708861,3.027286,2.351761,8.930943,2022:03:30:17:58:28.861
43,1648630708881,3.0033312,2.3805068,8.935135,2022:03:30:17:58:28.881
44,1648630708902,2.9793766,2.3996706,8.91657,2022:03:30:17:58:28.902
