3781,3916,Turn Right,1648629688590,1648629691308,1:15,1:18
4428,4531,Turn Left,1648629701666,1648629703744,1:28,1:30
6267,6384,Turn Right,1648629738865,1648629741245,2:5,2:7
8894,9076,Turn Right,1648629792029,1648629795711,2:57,3:1
10897,11013,Turn Right,1648629832555,1648629834889,3:37,3:40
13134,13319,Turn Right,1648629877805,1648629881546,4:22,4:26
15297,15503,Turn Right,1648629921569,1648629925725,5:5,5:10
17671,17834,Turn Right,1648629969585,1648629972881,5:53,5:56
19444,19619,Turn Right,1648630005446,1648630008994,6:28,6:32
21816,21935,Turn Right,1648630053429,1648630055851,7:16,7:18
23992,24207,Turn Right,1648630097446,1648630101810,7:59,8:4
26471,26626,Turn Right,1648630147607,1648630150747,8:49,8:52
28260,28464,Turn Right,1648630183790,1648630187930,9:25,9:29
30639,30773,Turn Right,1648630231930,1648630234644,10:12,10:15
1635,1835,Cruise,1648629645165,1648629649201,0:32,0:36
1836,1936,Cruise,1648629649225,1648629651250,0:36,0:38
1937,2237,Cruise,1648629651268,1648629657347,0:38,0:44
2238,2438,Cruise,1648629657364,1648629661410,0:44,0:48
2439,2539,Cruise,1648629661426,1648629663446,0:48,0:50
2741,2941,Cruise,1648629667548,1648629671586,0:54,0:58
2942,3142,Cruise,1648629671604,1648629675648,0:58,1:2
3547,3647,Cruise,1648629683846,1648629685871,1:10,1:12
