2766,2894,Turn Right,1648633201023,1648633203609,0:55,0:57
4314,4419,Turn Right,1648633232339,1648633234460,1:26,1:28
4613,4736,Turn Left,1648633238387,1648633240875,1:32,1:34
6695,6784,Turn Right,1648633280516,1648633282315,2:13,2:15
8031,8148,Turn Right,1648633307537,1648633309903,2:40,2:42
14594,14736,Turn Right,1648633440320,1648633443195,4:51,4:54
16400,16504,Turn Right,1648633476855,1648633478959,5:28,5:30
16694,16810,Turn Left,1648633482805,1648633485153,5:33,5:36
18705,18879,Turn Right,1648633523490,1648633527011,6:14,6:17
835,1035,Cruise,1648633161948,1648633165998,0:16,0:20
1036,1236,Cruise,1648633166015,1648633170062,0:20,0:24
1338,1438,Cruise,1648633172126,1648633174151,0:26,0:28
1439,1639,Cruise,1648633174176,1648633178215,0:28,0:32
2047,2247,Cruise,1648633186473,1648633190525,0:40,0:44
2248,2348,Cruise,1648633190542,1648633192560,0:44,0:46
11142,11352,Lane Change Right,1648633370482,1648633374728,3:42,3:47
