5635,5816,Turn Left,1649643391455,1649643395118,1:52,1:56
11777,11869,Turn Left,1649643515734,1649643517605,3:55,3:57
13413,13583,Turn Right,1649643548852,1649643552295,4:28,4:31
13710,13874,Turn Left,1649643554853,1649643558173,4:34,4:37
15138,15255,Turn Left,1649643583751,1649643586122,5:2,5:5
17366,17494,Turn Left,1649643628847,1649643631429,5:47,5:49
21560,21708,Turn Left,1649643713725,1649643716720,7:11,7:14
22740,22873,Turn Left,1649643737604,1649643740286,7:34,7:37
24750,24921,Turn Right,1649643778288,1649643781746,8:15,8:18
25045,25184,Turn Left,1649643784240,1649643787065,8:20,8:23
26588,26714,Turn Left,1649643815479,1649643818028,8:51,8:54
1821,1921,Cruise,1649643314261,1649643316294,0:36,0:38
2124,2224,Cruise,1649643320390,1649643322414,0:42,0:44
2225,2325,Cruise,1649643322434,1649643324468,0:44,0:46
2326,2526,Cruise,1649643324488,1649643328540,0:46,0:50
2527,2627,Cruise,1649643328558,1649643330569,0:50,0:52
5081,5238,Lane Change Right,1649643380236,1649643383418,1:41,1:44
