3788,3865,Turn Right,1649489294782,1649489296328,1:15,1:17
5598,5671,Turn Right,1649489331406,1649489332883,1:51,1:53
5924,6074,Turn Left,1649489337991,1649489341029,1:58,2:1
8289,8367,Turn Right,1649489385858,1649489387432,2:45,2:47
9689,9777,Turn Left,1649489414172,1649489415955,3:13,3:15
24442,24546,Turn Right,1649489712694,1649489714798,8:8,8:10
26650,26789,Turn Left,1649489757358,1649489760173,8:53,8:55
14842,14965,Lane Change Right,1649489518438,1649489520933,4:56,4:59
14055,14180,Lane Change Right,1649489502509,1649489505051,4:41,4:43
14386,14475,Lane Change Right,1649489509206,1649489511010,4:47,4:49
