1557,1688,Turn Right,1649490361367,1649490364015,0:31,0:33
3793,3941,Turn Right,1649490406603,1649490409613,1:15,1:18
4497,4587,Turn Left,1649490420846,1649490422668,1:29,1:31
4734,4853,Turn Right,1649490425651,1649490428051,1:34,1:37
6052,6172,Turn Right,1649490452321,1649490454736,2:1,2:3
8566,8687,Turn Right,1649490503182,1649490505619,2:51,2:53
10232,10404,Turn Right,1649490536890,1649490540364,3:24,3:28
12277,12377,Turn Right,1649490578263,1649490580284,4:5,4:7
12872,12985,Turn Left,1649490590296,1649490592582,4:17,4:19
13100,13224,Turn Right,1649490594920,1649490597418,4:22,4:24
14305,14475,Turn Right,1649490619301,1649490622746,4:46,4:49
16810,16974,Turn Right,1649490669976,1649490673297,5:36,5:39
18708,18820,Turn Right,1649490708379,1649490710655,6:14,6:16
21080,21209,Turn Right,1649490756372,1649490758997,7:1,7:4
21759,21836,Turn Left,1649490770124,1649490771682,7:15,7:16
22000,22074,Turn Right,1649490774990,1649490776487,7:20,7:21
23241,23341,Turn Right,1649490800096,1649490802123,7:44,7:46
25801,25946,Turn Right,1649490851896,1649490854834,8:36,8:38
27781,27885,Turn Right,1649490891960,1649490894062,9:15,9:17
30074,30207,Turn Right,1649490938384,1649490941064,10:1,10:4
30793,30877,Turn Left,1649490952937,1649490954625,10:15,10:17
31081,31174,Turn Right,1649490958750,1649490960649,10:21,10:23
32327,32487,Turn Right,1649490983976,1649490987204,10:46,10:49
1130,1230,Cruise,1649490352726,1649490354746,0:22,0:24
1346,1446,Cruise,1649490357103,1649490359132,0:26,0:28
7614,7814,Cruise,1649490483923,1649490487961,2:32,2:36
7815,8115,Cruise,1649490487976,1649490494056,2:36,2:42
11427,11627,Cruise,1649490561061,1649490565119,3:48,3:52
14778,15078,Cruise,1649490628861,1649490634946,4:55,5:1
20327,20627,Cruise,1649490741138,1649490747216,6:46,6:52
20628,20728,Cruise,1649490747238,1649490749265,6:52,6:54
24395,24695,Cruise,1649490823458,1649490829517,8:7,8:13
