,timestamp,x,y,z,Time
0,1649752414421,3.320732,1.4977729,9.021372,2022:04:12:17:33:34.421
1,1649752414437,3.2530599,1.5456825,9.030355,2022:04:12:17:33:34.437
2,1649752414464,3.1572406,1.5606543,9.04952,2022:04:12:17:33:34.464
3,1649752414480,3.0560317,1.598982,9.05431,2022:04:12:17:33:34.480
4,1649752414498,3.027286,1.594191,9.05431,2022:04:12:17:33:34.498
5,1649752414518,2.9979415,1.5408915,9.063293,2022:04:12:17:33:34.518
6,1649752414539,3.0171053,1.4834001,9.087248,2022:04:12:17:33:34.539
7,1649752414564,3.0841787,1.396564,9.092039,2022:04:12:17:33:34.564
8,1649752414580,3.1416702,1.3151177,9.115395,2022:04:12:17:33:34.580
9,1649752414599,3.1895797,1.2378635,9.110603,2022:04:12:17:33:34.599
10,1649752414620,3.256653,1.1564173,9.105813,2022:04:12:17:33:34.620
11,1649752414640,3.261444,1.1468353,9.101022,2022:04:12:17:33:34.640
12,1649752414664,3.275817,1.1564173,9.105813,2022:04:12:17:33:34.664
13,1649752414680,3.2279074,1.2043269,9.101022,2022:04:12:17:33:34.680
14,1649752414701,3.179399,1.2522364,9.086649,2022:04:12:17:33:34.701
15,1649752414720,3.1225064,1.3534454,9.09144,2022:04:12:17:33:34.720
16,1649752414741,3.069207,1.4450724,9.087248,2022:04:12:17:33:34.741
17,1649752414765,3.0356703,1.5265187,9.063293,2022:04:12:17:33:34.765
18,1649752414783,3.040461,1.5654452,9.068084,2022:04:12:17:33:34.783
19,1649752414800,3.0548341,1.5894,9.068084,2022:04:12:17:33:34.800
20,1649752414821,3.0931616,1.5798181,9.058502,2022:04:12:17:33:34.821
21,1649752414848,3.165026,1.5510724,9.048921,2022:04:12:17:33:34.848
22,1649752414865,3.2129357,1.502564,9.058502,2022:04:12:17:33:34.865
23,1649752414883,3.256653,1.4546543,9.030355,2022:04:12:17:33:34.883
24,1649752414902,3.2853987,1.4450724,9.068084,2022:04:12:17:33:34.902
