2412,2560,Turn Right,1649731287874,1649731290860,0:48,0:51
4792,4906,Turn Right,1649731336035,1649731338336,1:35,1:38
6862,7014,Turn Right,1649731377919,1649731380990,2:17,2:20
8798,9011,Turn Right,1649731417101,1649731421416,2:55,3:0
10299,10424,Turn Right,1649731447479,1649731450000,3:25,3:28
12170,12346,Turn Right,1649731485337,1649731488897,4:3,4:6
12750,12829,Turn Left,1649731497072,1649731498679,4:15,4:16
13894,14083,Turn Right,1649731520230,1649731524058,4:37,4:41
15880,16036,Turn Right,1649731560414,1649731563572,5:17,5:20
17397,17547,Turn Right,1649731591112,1649731594158,5:47,5:50
19023,19161,Turn Right,1649731624018,1649731626820,6:20,6:23
19496,19577,Turn Left,1649731633589,1649731635243,6:29,6:31
20727,20847,Turn Right,1649731658509,1649731660929,6:54,6:56
22542,22714,Turn Right,1649731695231,1649731698714,7:30,7:34
23875,24025,Turn Right,1649731722212,1649731725245,7:57,8:0
25640,25774,Turn Right,1649731757930,1649731760649,8:32,8:35
26161,26292,Turn Left,1649731768472,1649731771132,8:43,8:45
26425,26504,Turn Right,1649731773821,1649731775412,8:48,8:50
27310,27463,Turn Right,1649731791725,1649731794831,9:6,9:9
29242,29386,Turn Right,1649731830831,1649731833753,9:44,9:47
30694,30873,Turn Right,1649731860211,1649731863839,10:13,10:17
2769,2969,Cruise,1649731295098,1649731299138,0:55,0:59
3171,3371,Cruise,1649731303221,1649731307280,1:3,1:7
3877,3977,Cruise,1649731317519,1649731319532,1:17,1:19
3978,4078,Cruise,1649731319555,1649731321585,1:19,1:21
4183,4283,Cruise,1649731323704,1649731325739,1:23,1:25
7084,7384,Cruise,1649731382418,1649731388480,2:21,2:27
7686,7986,Cruise,1649731394591,1649731400664,2:33,2:39
14686,14986,Cruise,1649731536260,1649731542324,4:53,4:59
