1381,1501,Turn Left,1649396011089,1649396013524,0:27,0:30
3921,4066,Turn Left,1649396062478,1649396065410,1:18,1:21
5198,5317,Turn Left,1649396088331,1649396090724,1:43,1:46
5431,5564,Turn Right,1649396093042,1649396095726,1:48,1:51
6019,6157,Turn Left,1649396104925,1649396107724,2:0,2:3
8393,8516,Turn Left,1649396152964,1649396155450,2:47,2:50
10381,10500,Turn Left,1649396193188,1649396195597,3:27,3:30
13082,13236,Turn Left,1649396247847,1649396250972,4:21,4:24
14292,14435,Turn Left,1649396272322,1649396275227,4:45,4:48
14535,14644,Turn Right,1649396277242,1649396279448,4:50,4:52
15107,15300,Turn Left,1649396288809,1649396292731,5:2,5:6
17324,17493,Turn Left,1649396333683,1649396337089,5:46,5:49
19222,19361,Turn Left,1649396372081,1649396374903,6:24,6:27
21723,21860,Turn Left,1649396422694,1649396425458,7:14,7:17
22947,23072,Turn Left,1649396447460,1649396449982,7:38,7:41
23160,23271,Turn Right,1649396451760,1649396454020,7:43,7:45
23759,23898,Turn Left,1649396463891,1649396466694,7:55,7:57
25879,26026,Turn Left,1649396506786,1649396509753,8:37,8:40
27899,28054,Turn Left,1649396547661,1649396550801,9:17,9:21
30526,30681,Turn Left,1649396600821,1649396603954,10:10,10:13
31840,31937,Turn Left,1649396627415,1649396629377,10:36,10:38
32041,32118,Turn Right,1649396631467,1649396633032,10:40,10:42
1028,1228,Cruise,1649396003945,1649396007996,0:20,0:24
2132,2432,Cruise,1649396026281,1649396032354,0:42,0:48
2433,2533,Cruise,1649396032371,1649396034408,0:48,0:50
2534,2634,Cruise,1649396034428,1649396036437,0:50,0:52
2635,2935,Cruise,1649396036461,1649396042527,0:52,0:58
2936,3036,Cruise,1649396042560,1649396044567,0:58,1:0
3037,3237,Cruise,1649396044599,1649396048651,1:0,1:4
3439,3639,Cruise,1649396052727,1649396056770,1:8,1:12
4669,4969,Cruise,1649396077608,1649396083685,1:33,1:39
