7162,7284,Turn Left,1649398822691,1649398825171,2:23,2:25
11329,11469,Turn Left,1649398907008,1649398909842,3:46,3:49
23268,23362,Turn Right,1649399148596,1649399150497,7:45,7:47
25226,25324,Turn Right,1649399188204,1649399190198,8:24,8:26
25647,25828,Turn Left,1649399196727,1649399200392,8:32,8:36
28460,28574,Turn Right,1649399253641,1649399255957,9:29,9:31
3660,3860,Cruise,1649398751841,1649398755887,1:13,1:17
3861,3961,Cruise,1649398755909,1649398757932,1:17,1:19
9126,9426,Cruise,1649398862434,1649398868514,3:2,3:8
9629,9729,Cruise,1649398872614,1649398874637,3:12,3:14
15635,15680,Lane Change Right,1649398994151,1649398995051,5:12,5:13
32920,33023,Lane Change Right,1649399343919,1649399345991,10:58,11:0
