1478,1594,Turn Right,1649138007142,1649138009486,0:29,0:31
4241,4348,Turn Right,1649138063033,1649138065207,1:24,1:26
4855,4987,Turn Left,1649138075471,1649138078121,1:37,1:39
5061,5177,Turn Right,1649138079623,1649138081959,1:41,1:43
6452,6608,Turn Right,1649138107760,1649138110924,2:9,2:12
9091,9253,Turn Right,1649138161159,1649138164419,3:1,3:5
12342,12494,Turn Right,1649138226961,1649138230044,4:6,4:9
14672,14764,Turn Right,1649138274109,1649138275961,4:53,4:55
15178,15305,Turn Left,1649138284346,1649138286901,5:3,5:6
15427,15553,Turn Right,1649138289385,1649138291922,5:8,5:11
16551,16697,Turn Right,1649138312125,1649138315067,5:31,5:33
19000,19158,Turn Right,1649138361669,1649138364848,6:20,6:23
20725,20900,Turn Right,1649138396558,1649138400101,6:54,6:58
22944,23085,Turn Right,1649138441458,1649138444301,7:38,7:41
24862,25048,Turn Right,1649138480258,1649138484019,8:17,8:20
27307,27452,Turn Right,1649138529713,1649138532659,9:6,9:9
29043,29193,Turn Right,1649138564835,1649138567880,9:40,9:43
31185,31323,Turn Right,1649138608174,1649138610970,10:23,10:26
903,1203,Cruise,1649137995510,1649138001579,0:18,0:24
2200,2500,Cruise,1649138021743,1649138027810,0:44,0:50
3103,3403,Cruise,1649138040008,1649138046081,1:2,1:8
3404,3604,Cruise,1649138046104,1649138050147,1:8,1:12
3806,4006,Cruise,1649138054231,1649138058280,1:16,1:20
6911,7211,Cruise,1649138117044,1649138123119,2:18,2:24
7513,7813,Cruise,1649138129225,1649138135306,2:30,2:36
7814,7914,Cruise,1649138135322,1649138137343,2:36,2:38
