,timestamp,x,y,z,Time
0,1648880411728,0.473107,3.509975,9.010592,2022:04:02:15:20:11.728
1,1648880411744,0.473107,3.509975,9.029158,2022:04:02:15:20:11.744
2,1648880411760,0.48268893,3.4956021,9.001011,2022:04:02:15:20:11.760
3,1648880411781,0.5114347,3.48602,9.024366,2022:04:02:15:20:11.781
4,1648880411799,0.5305985,3.4812293,9.010592,2022:04:02:15:20:11.799
5,1648880411820,0.53598833,3.4620655,9.038739,2022:04:02:15:20:11.820
6,1648880411840,0.5551522,3.4764383,9.029158,2022:04:02:15:20:11.840
7,1648880411863,0.5264064,3.4620655,9.020174,2022:04:02:15:20:11.863
8,1648880411880,0.50724256,3.4429016,9.029158,2022:04:02:15:20:11.880
9,1648880411902,0.5264064,3.4812293,9.038739,2022:04:02:15:20:11.902
10,1648880411920,0.53119737,3.4572744,9.029158,2022:04:02:15:20:11.920
11,1648880411943,0.5120335,3.4716473,9.010592,2022:04:02:15:20:11.943
12,1648880411961,0.53119737,3.4620655,9.038739,2022:04:02:15:20:11.961
13,1648880411982,0.5551522,3.4620655,9.029158,2022:04:02:15:20:11.982
14,1648880412002,0.52161545,3.4572744,9.029158,2022:04:02:15:20:12.002
15,1648880412024,0.49227083,3.4524834,9.019575,2022:04:02:15:20:12.024
16,1648880412044,0.49646294,3.4812293,9.029158,2022:04:02:15:20:12.044
17,1648880412063,0.4772991,3.4716473,9.038739,2022:04:02:15:20:12.063
18,1648880412083,0.45813528,3.4524834,9.014785,2022:04:02:15:20:12.083
19,1648880412104,0.49646294,3.4381106,9.04353,2022:04:02:15:20:12.104
20,1648880412127,0.52520865,3.4524834,9.048322,2022:04:02:15:20:12.127
21,1648880412146,0.5347906,3.4141557,9.038739,2022:04:02:15:20:12.146
22,1648880412164,0.48688102,3.409365,9.052513,2022:04:02:15:20:12.164
23,1648880412185,0.50604486,3.4381106,9.052513,2022:04:02:15:20:12.185
24,1648880412209,0.5539544,3.4333196,9.04353,2022:04:02:15:20:12.209
25,1648880412226,0.5401804,3.4476924,9.033949,2022:04:02:15:20:12.226
26,1648880412245,0.5785081,3.4429016,9.038739,2022:04:02:15:20:12.245
27,1648880412264,0.56892616,3.4572744,9.024366,2022:04:02:15:20:12.264
28,1648880412288,0.5641352,3.4524834,9.010592,2022:04:02:15:20:12.288
29,1648880412311,0.6270165,3.4524834,9.029158,2022:04:02:15:20:12.311
30,1648880412328,0.6174346,3.4620655,9.010592,2022:04:02:15:20:12.328
31,1648880412347,0.5737171,3.4429016,9.048322,2022:04:02:15:20:12.347
32,1648880412366,0.5737171,3.4572744,9.029158,2022:04:02:15:20:12.366
33,1648880412387,0.58809,3.48602,9.024366,2022:04:02:15:20:12.387
34,1648880412407,0.5641352,3.4956021,9.019575,2022:04:02:15:20:12.407
35,1648880412428,0.54497135,3.500393,8.981847,2022:04:02:15:20:12.428
