1281,1392,Turn Right,1648866491540,1648866493791,0:25,0:27
3734,3874,Turn Right,1648866541176,1648866543993,1:14,1:17
4328,4494,Turn Left,1648866553177,1648866556534,1:26,1:29
4551,4735,Turn Right,1648866557692,1648866561420,1:31,1:34
5837,6045,Turn Right,1648866583711,1648866587915,1:56,2:0
8366,8542,Turn Right,1648866634873,1648866638436,2:47,2:50
10207,10380,Turn Right,1648866672114,1648866675614,3:24,3:27
13360,13499,Turn Left,1648866735893,1648866738692,4:27,4:29
13548,13751,Turn Right,1648866739700,1648866743799,4:30,4:35
14851,15035,Turn Right,1648866766050,1648866769772,4:57,5:0
17581,17738,Turn Right,1648866821273,1648866824453,5:51,5:54
19584,19720,Turn Right,1648866861780,1648866864541,6:31,6:34
22046,22201,Turn Right,1648866911581,1648866914720,7:20,7:24
22945,23111,Turn Right,1648866929782,1648866933139,7:38,7:42
24320,24505,Turn Right,1648866957579,1648866961321,8:6,8:10
26886,27063,Turn Right,1648867009504,1648867013085,8:57,9:1
28796,28957,Turn Right,1648867048122,1648867051384,9:35,9:39
31194,31338,Turn Right,1648867096640,1648867099538,10:23,10:26
1655,1855,Cruise,1648866499110,1648866503151,0:33,0:37
1856,2156,Cruise,1648866503176,1648866509251,0:37,0:43
2157,2457,Cruise,1648866509271,1648866515339,0:43,0:49
2458,2658,Cruise,1648866515354,1648866519396,0:49,0:53
2659,2959,Cruise,1648866519419,1648866525495,0:53,0:59
2960,3260,Cruise,1648866525511,1648866531576,0:59,1:5
3261,3461,Cruise,1648866531595,1648866535657,1:5,1:9
3462,3562,Cruise,1648866535676,1648866537697,1:9,1:11
3563,3663,Cruise,1648866537720,1648866539734,1:11,1:13
