1405,1576,Turn Left,1648867794606,1648867798053,0:28,0:31
3934,4102,Turn Left,1648867845763,1648867849162,1:18,1:22
5301,5423,Turn Left,1648867873400,1648867875881,1:46,1:48
5484,5720,Turn Right,1648867877099,1648867881878,1:49,1:54
6161,6337,Turn Left,1648867890798,1648867894361,2:3,2:6
8666,8768,Turn Left,1648867941481,1648867943538,2:53,2:55
10605,10753,Turn Left,1648867980704,1648867983682,3:32,3:35
13125,13290,Turn Left,1648868031662,1648868035004,4:22,4:25
14485,14649,Turn Left,1648868059185,1648868062502,4:49,4:52
14752,14889,Turn Right,1648868064577,1648868067360,4:55,4:57
15414,15547,Turn Left,1648868077979,1648868080659,5:8,5:10
17788,17880,Turn Left,1648868125998,1648868127856,5:55,5:57
19705,19858,Turn Left,1648868164778,1648868167859,6:34,6:37
22165,22315,Turn Left,1648868214529,1648868217559,7:23,7:26
23476,23654,Turn Left,1648868241059,1648868244662,7:49,7:53
23769,23871,Turn Right,1648868246978,1648868249042,7:55,7:57
24364,24500,Turn Left,1648868259021,1648868261762,8:7,8:10
26682,26843,Turn Left,1648868305901,1648868309162,8:53,8:56
28651,28815,Turn Left,1648868345741,1648868349043,9:33,9:36
31237,31414,Turn Left,1648868398058,1648868401613,10:24,10:28
1042,1142,Cruise,1648867787257,1648867789274,0:20,0:22
1143,1243,Cruise,1648867789295,1648867791330,0:22,0:24
1244,1344,Cruise,1648867791350,1648867793366,0:24,0:26
1981,2181,Cruise,1648867806241,1648867810303,0:39,0:43
2283,2383,Cruise,1648867812361,1648867814385,0:45,0:47
2384,2684,Cruise,1648867814402,1648867820460,0:47,0:53
2685,2885,Cruise,1648867820483,1648867824544,0:53,0:57
2886,3186,Cruise,1648867824567,1648867830621,0:57,1:3
