,timestamp,x,y,z,Time
0,1649658610755,3.4231389,0.8719542,9.081259,2022:04:11:15:30:10.755
1,1649658610757,3.2261107,1.0929371,9.04353,2022:04:11:15:30:10.757
2,1649658610779,3.0722013,1.2714002,9.057304,2022:04:11:15:30:10.779
3,1649658610797,2.9566195,1.3768013,9.081259,2022:04:11:15:30:10.797
4,1649658610825,2.9278736,1.3720104,9.066886,2022:04:11:15:30:10.825
5,1649658610841,3.0236928,1.2857732,9.071677,2022:04:11:15:30:10.841
6,1649658610860,3.21054,1.1606094,9.076468,2022:04:11:15:30:10.860
7,1649658610878,3.421941,1.0019089,9.076468,2022:04:11:15:30:10.878
8,1649658610904,3.5758505,0.8384175,9.090242,2022:04:11:15:30:10.904
9,1649658610924,3.657297,0.7276266,9.099824,2022:04:11:15:30:10.924
10,1649658610941,3.6716697,0.7276266,9.099824,2022:04:11:15:30:10.941
11,1649658610959,3.6189692,0.78990906,9.076468,2022:04:11:15:30:10.959
12,1649658610982,3.4746416,0.9390276,9.08066,2022:04:11:15:30:10.982
13,1649658611000,3.2871954,1.0929371,9.08066,2022:04:11:15:30:11.000
14,1649658611026,3.128495,1.2276827,9.08066,2022:04:11:15:30:11.026
15,1649658611041,3.0033312,1.3241007,9.08066,2022:04:11:15:30:11.041
16,1649658611064,3.00932,1.3193098,9.081259,2022:04:11:15:30:11.064
17,1649658611081,3.0620205,1.2809821,9.090242,2022:04:11:15:30:11.081
18,1649658611108,3.2015572,1.1606094,9.090242,2022:04:11:15:30:11.108
19,1649658611125,3.3788226,0.98274505,9.095033,2022:04:11:15:30:11.125
20,1649658611142,3.5087771,0.84320843,9.085451,2022:04:11:15:30:11.142
21,1649658611163,3.609986,0.75637233,9.099824,2022:04:11:15:30:11.163
22,1649658611182,3.643523,0.69888085,9.109406,2022:04:11:15:30:11.182
23,1649658611203,3.5812404,0.7467904,9.104615,2022:04:11:15:30:11.203
24,1649658611225,3.4560766,0.8815361,9.099824,2022:04:11:15:30:11.225
25,1649658611244,3.3069582,1.0162817,9.095033,2022:04:11:15:30:11.244
26,1649658611264,3.1734102,1.1366546,9.076468,2022:04:11:15:30:11.264
27,1649658611283,3.0680091,1.2324737,9.076468,2022:04:11:15:30:11.283
28,1649658611309,3.0200996,1.2618183,9.081259,2022:04:11:15:30:11.309
29,1649658611325,3.087173,1.2324737,9.081259,2022:04:11:15:30:11.325
30,1649658611343,3.197964,1.1510274,9.08605,2022:04:11:15:30:11.343
31,1649658611365,3.3279185,1.0258636,9.095632,2022:04:11:15:30:11.365
32,1649658611391,3.4770372,0.91028184,9.100423,2022:04:11:15:30:11.391
33,1649658611408,3.5680654,0.8282367,9.114197,2022:04:11:15:30:11.408
34,1649658611427,3.578246,0.7947,9.08605,2022:04:11:15:30:11.427
35,1649658611444,3.5495002,0.84320843,9.08605,2022:04:11:15:30:11.444
