5917,6070,Turn Left,1649751983580,1649751986673,1:58,2:1
7130,7292,Turn Left,1649752008111,1649752011400,2:22,2:25
9136,9278,Turn Right,1649752048701,1649752051575,3:2,3:5
9488,9611,Turn Left,1649752055832,1649752058313,3:9,3:12
11162,11237,Turn Left,1649752089708,1649752091211,3:43,3:44
13700,13851,Turn Left,1649752141065,1649752144119,4:34,4:37
17232,17384,Turn Left,1649752212521,1649752215592,5:44,5:47
18567,18728,Turn Left,1649752239542,1649752242797,6:11,6:14
20513,20673,Turn Right,1649752278919,1649752282144,6:50,6:53
20766,20914,Turn Left,1649752284032,1649752287015,6:55,6:58
22304,22440,Turn Left,1649752315146,1649752317910,7:26,7:28
2695,2795,Cruise,1649751918387,1649751920418,0:53,0:55
4431,4631,Cruise,1649751953511,1649751957549,1:28,1:32
4632,4732,Cruise,1649751957568,1649751959590,1:32,1:34
2394,2461,Lane Change Right,1649751912292,1649751913657,0:47,0:49
