,Timestamp,Acc-x, Acc-y, Acc-z,Time
1,1640237537236,-0.34375116,3.3566644,9.131564,2021:12:23:14:32:17.236
2,1640237537244,-0.4060336,3.4333196,9.004005,2021:12:23:14:32:17.244
3,1640237537268,-0.44915223,3.3949919,8.971067,2021:12:23:14:32:17.268
4,1640237537285,-0.57431597,3.4381106,9.023169,2021:12:23:14:32:17.285
5,1640237537306,-0.5934798,3.4381106,9.023169,2021:12:23:14:32:17.306
6,1640237537325,-0.5168245,3.4237378,9.008796,2021:12:23:14:32:17.325
7,1640237537352,-0.4060336,3.409365,8.999214,2021:12:23:14:32:17.352
8,1640237537368,-0.362915,3.380619,9.02796,2021:12:23:14:32:17.368
9,1640237537385,-0.39285848,3.375828,9.0369425,2021:12:23:14:32:17.385
10,1640237537405,-0.42160422,3.404574,9.004005,2021:12:23:14:32:17.405
11,1640237537425,-0.37309578,3.390201,9.018378,2021:12:23:14:32:17.425
12,1640237537452,-0.23894899,3.3321106,9.013587,2021:12:23:14:32:17.452
13,1640237537469,-0.26290378,3.3416927,9.046525,2021:12:23:14:32:17.469
14,1640237537487,-0.4359771,3.38541,9.018378,2021:12:23:14:32:17.487
15,1640237537504,-0.45993188,3.3949919,9.013587,2021:12:23:14:32:17.504
16,1640237537528,-0.37369466,3.3710372,9.013587,2021:12:23:14:32:17.528
17,1640237537552,-0.34435004,3.3662462,9.027361,2021:12:23:14:32:17.552
18,1640237537569,-0.46472284,3.38541,9.004005,2021:12:23:14:32:17.569
19,1640237537588,-0.54137814,3.4141557,9.018378,2021:12:23:14:32:17.588
20,1640237537608,-0.47430477,3.3614552,9.046525,2021:12:23:14:32:17.608
21,1640237537636,-0.3880675,3.4141557,9.023169,2021:12:23:14:32:17.636
22,1640237537651,-0.40723136,3.4285285,8.975858,2021:12:23:14:32:17.651
23,1640237537669,-0.4695138,3.375828,9.056107,2021:12:23:14:32:17.669
24,1640237537690,-0.45034996,3.3470824,9.0369425,2021:12:23:14:32:17.690
25,1640237537709,-0.37369466,3.4237378,8.994423,2021:12:23:14:32:17.709
26,1640237537735,-0.32997715,3.409365,9.004005,2021:12:23:14:32:17.735
27,1640237537751,-0.35932177,3.3470824,8.994423,2021:12:23:14:32:17.751
28,1640237537769,-0.42639518,3.3710372,9.013587,2021:12:23:14:32:17.769
29,1640237537788,-0.45034996,3.390201,9.018378,2021:12:23:14:32:17.788
30,1640237537811,-0.4024404,3.4285285,9.027361,2021:12:23:14:32:17.811
31,1640237537835,-0.34494892,3.375828,9.004005,2021:12:23:14:32:17.835
32,1640237537851,-0.42639518,3.3470824,9.023169,2021:12:23:14:32:17.851
33,1640237537870,-0.72463226,3.390201,9.056107,2021:12:23:14:32:17.870
34,1640237537891,-0.86357003,3.4429016,9.0369425,2021:12:23:14:32:17.891
35,1640237537911,-0.56114084,3.4285285,8.999214,2021:12:23:14:32:17.911
36,1640237537934,-0.3880675,3.4476924,9.004005,2021:12:23:14:32:17.934
37,1640237537953,-0.46472284,3.380619,9.041734,2021:12:23:14:32:17.953
38,1640237537970,-0.47430477,3.3566644,9.051315,2021:12:23:14:32:17.970
39,1640237537991,-0.4024404,3.3566644,9.008796,2021:12:23:14:32:17.991
40,1640237538012,-0.40723136,3.38541,8.994423,2021:12:23:14:32:18.012
41,1640237538035,-0.5755137,3.3614552,9.032152,2021:12:23:14:32:18.035
42,1640237538053,-0.62821424,3.3369017,9.051315,2021:12:23:14:32:18.053
43,1640237538071,-0.4024404,3.3949919,9.004005,2021:12:23:14:32:18.071
44,1640237538094,-0.17187558,3.390201,8.956695,2021:12:23:14:32:18.094
45,1640237538117,-0.34973988,3.3416927,9.0369425,2021:12:23:14:32:18.117
46,1640237538134,-0.5132313,3.3614552,9.060299,2021:12:23:14:32:18.134
47,1640237538153,-0.45514092,3.399783,9.027361,2021:12:23:14:32:18.153
48,1640237538174,-0.43118614,3.4285285,9.004005,2021:12:23:14:32:18.174
49,1640237538193,-0.445559,3.404574,9.008796,2021:12:23:14:32:18.193
50,1640237538217,-0.4790957,3.3949919,9.004005,2021:12:23:14:32:18.217
51,1640237538234,-0.5228132,3.380619,8.994423,2021:12:23:14:32:18.234
52,1640237538256,-0.47969458,3.4189467,9.013587,2021:12:23:14:32:18.256
53,1640237538274,-0.4695138,3.38541,9.02257,2021:12:23:14:32:18.274
54,1640237538301,-0.51802224,3.380619,9.008796,2021:12:23:14:32:18.301
55,1640237538317,-0.49406746,3.38541,8.994423,2021:12:23:14:32:18.317
56,1640237538337,-0.4024404,3.3662462,9.008796,2021:12:23:14:32:18.337
57,1640237538355,-0.3880675,3.3566644,9.041734,2021:12:23:14:32:18.355
58,1640237538377,-0.41202232,3.288992,9.051315,2021:12:23:14:32:18.377
59,1640237538400,-0.45993188,3.274619,9.027361,2021:12:23:14:32:18.400
60,1640237538417,-0.48388666,3.2794101,9.079463,2021:12:23:14:32:18.417
61,1640237538435,-0.5317962,3.2021558,9.10761,2021:12:23:14:32:18.435
62,1640237538456,-0.41681325,3.1590374,9.098626,2021:12:23:14:32:18.456
63,1640237538476,-0.13294905,3.1015458,9.023169,2021:12:23:14:32:18.476
64,1640237538501,0.32818055,2.3697271,9.10761,2021:12:23:14:32:18.501
65,1640237538519,0.3473444,2.5529811,9.622039,2021:12:23:14:32:18.519
66,1640237538536,0.34255344,3.288992,9.159711,2021:12:23:14:32:18.536
67,1640237538558,0.15031628,3.087173,8.975858,2021:12:23:14:32:18.558
68,1640237538583,1.0827563,3.5201557,8.721338,2021:12:23:14:32:18.583
69,1640237538600,0.9959202,3.5297377,9.060898,2021:12:23:14:32:18.600
70,1640237538619,0.36650822,3.5441105,8.532695,2021:12:23:14:32:18.619
71,1640237538640,-0.09941236,3.4285285,8.971067,2021:12:23:14:32:18.640
72,1640237538668,-0.30602238,3.390201,8.787214,2021:12:23:14:32:18.668
73,1640237538685,-0.28685856,3.496201,8.735112,2021:12:23:14:32:18.685
74,1640237538702,-0.78212374,3.5584834,8.716548,2021:12:23:14:32:18.702
75,1640237538721,-1.0510162,3.5249467,8.725531,2021:12:23:14:32:18.721
76,1640237538742,-1.1378523,3.4572744,8.772841,2021:12:23:14:32:18.742
77,1640237538759,-1.5271176,3.5009918,8.716548,2021:12:23:14:32:18.759
78,1640237538785,-1.5366995,3.8806753,8.631508,2021:12:23:14:32:18.785
79,1640237538802,-1.9642924,3.799229,8.461429,2021:12:23:14:32:18.802
80,1640237538822,-2.007411,3.9387655,8.820152,2021:12:23:14:32:18.822
81,1640237538841,-2.2577386,3.6788561,8.447655,2021:12:23:14:32:18.841
82,1640237538869,-2.305648,3.808811,8.876446,2021:12:23:14:32:18.869
83,1640237538884,-2.3487668,4.001048,8.829734,2021:12:23:14:32:18.884
84,1640237538903,-2.4739304,3.991466,8.872253,2021:12:23:14:32:18.903
85,1640237538923,-2.647004,3.9627204,8.480593,2021:12:23:14:32:18.923
86,1640237538942,-2.617659,3.9866753,8.64109,2021:12:23:14:32:18.942
87,1640237538964,-2.9206872,4.0202117,8.645881,2021:12:23:14:32:18.964
88,1640237538985,-3.2141333,3.6261556,8.829734,2021:12:23:14:32:18.985
89,1640237539003,-2.8967323,3.7507205,9.169293,2021:12:23:14:32:19.003
90,1640237539023,-2.4451847,3.895647,8.584197,2021:12:23:14:32:19.023
91,1640237539051,-2.2379758,4.22263,8.541677,2021:12:23:14:32:19.051
92,1640237539070,-2.4978852,3.789647,8.584197,2021:12:23:14:32:19.070
93,1640237539087,-3.0985515,3.8615115,8.523112,2021:12:23:14:32:19.087
94,1640237539103,-2.8098962,3.9291837,8.754276,2021:12:23:14:32:19.103
95,1640237539126,-2.6326308,3.9627204,8.792006,2021:12:23:14:32:19.126
96,1640237539150,-2.4883034,3.615975,8.419508,2021:12:23:14:32:19.150
97,1640237539168,-2.4110491,3.9291837,8.951903,2021:12:23:14:32:19.168
98,1640237539185,-2.2092302,3.2171278,8.636299,2021:12:23:14:32:19.185
99,1640237539206,-2.4206312,2.985964,8.772841,2021:12:23:14:32:19.206
100,1640237539234,-1.8636823,3.2554553,9.084253,2021:12:23:14:32:19.234
101,1640237539250,-2.536213,3.091964,8.749485,2021:12:23:14:32:19.250
102,1640237539268,-1.7193547,3.2410824,8.909983,2021:12:23:14:32:19.268
103,1640237539288,-1.9307557,3.4333196,8.560842,2021:12:23:14:32:19.288
104,1640237539308,-2.007411,3.784856,8.966276,2021:12:23:14:32:19.308
105,1640237539334,-2.4206312,3.38541,8.64109,2021:12:23:14:32:19.334
106,1640237539350,-2.5889134,3.5728562,8.650073,2021:12:23:14:32:19.350
107,1640237539369,-2.3679307,3.4237378,9.008796,2021:12:23:14:32:19.369
108,1640237539389,-2.1804843,3.0967548,8.989632,2021:12:23:14:32:19.389
109,1640237539409,-2.1709025,3.303365,8.68361,2021:12:23:14:32:19.409
110,1640237539431,-1.6612644,2.485309,9.781937,2021:12:23:14:32:19.431
111,1640237539450,-2.012202,3.0680091,8.792006,2021:12:23:14:32:19.450
112,1640237539468,-1.3157166,3.2602463,8.485384,2021:12:23:14:32:19.468
113,1640237539491,-1.0270615,3.6596923,9.084253,2021:12:23:14:32:19.491
114,1640237539508,-1.2240895,3.4141557,8.301531,2021:12:23:14:32:19.508
115,1640237539533,-1.5894,3.5201557,8.608152,2021:12:23:14:32:19.533
116,1640237539553,-1.5750271,3.0578284,9.419022,2021:12:23:14:32:19.553
117,1640237539572,-2.1517386,3.3710372,7.919452,2021:12:23:14:32:19.572
118,1640237539591,-1.7816372,3.2794101,9.333982,2021:12:23:14:32:19.591
119,1640237539614,-1.9636935,3.3566644,8.55126,2021:12:23:14:32:19.614
120,1640237539632,-2.3002582,3.6549015,8.64109,2021:12:23:14:32:19.632
121,1640237539657,-1.7475016,3.2506645,9.023169,2021:12:23:14:32:19.657
122,1640237539675,-1.8481117,3.7704833,8.542276,2021:12:23:14:32:19.675
123,1640237539700,-0.75697124,3.4141557,8.636299,2021:12:23:14:32:19.700
124,1640237539716,-1.0983269,4.578358,8.980649,2021:12:23:14:32:19.716
125,1640237539737,-0.6851069,3.303365,8.744695,2021:12:23:14:32:19.737
126,1640237539756,-1.1510274,2.7691731,9.787327,2021:12:23:14:32:19.756
127,1640237539783,-1.4438747,2.692518,8.650672,2021:12:23:14:32:19.783
128,1640237539800,-1.198937,2.8320546,9.494479,2021:12:23:14:32:19.800
129,1640237539817,-0.78990906,2.3793092,9.056107,2021:12:23:14:32:19.817
130,1640237539839,-1.1600105,3.1398735,8.315904,2021:12:23:14:32:19.839
131,1640237539869,-0.24673429,2.494891,9.664558,2021:12:23:14:32:19.869
132,1640237539884,-2.45297,2.9278736,8.452446,2021:12:23:14:32:19.884
133,1640237539900,-0.9390276,1.566643,10.635924,2021:12:23:14:32:19.900
134,1640237539918,-1.6738406,2.1098177,8.754276,2021:12:23:14:32:19.918
135,1640237539940,-0.84740055,1.9804618,10.169405,2021:12:23:14:32:19.940
136,1640237539958,-0.7845192,1.9319534,8.660254,2021:12:23:14:32:19.958
137,1640237539986,-2.2026424,3.90463,9.4854965,2021:12:23:14:32:19.986
138,1640237540003,-2.687727,4.8622227,7.5421643,2021:12:23:14:32:20.003
139,1640237540021,0.16708463,1.4798069,10.589213,2021:12:23:14:32:20.021
140,1640237540037,-2.0577161,3.0099187,9.805891,2021:12:23:14:32:20.037
141,1640237540058,-4.4226522,-0.8012876,10.947337,2021:12:23:14:32:20.058
142,1640237540076,-3.9609237,1.6193435,9.759179,2021:12:23:14:32:20.076
143,1640237540102,-2.2403712,2.4182355,8.905191,2021:12:23:14:32:20.102
144,1640237540124,-1.1875585,3.0099187,9.362728,2021:12:23:14:32:20.124
145,1640237540151,-1.5864056,3.4716473,8.867463,2021:12:23:14:32:20.151
146,1640237540156,-2.5859191,2.2349815,8.575214,2021:12:23:14:32:20.156
147,1640237540183,-2.687128,2.678145,9.324999,2021:12:23:14:32:20.183
148,1640237540200,-2.0619082,2.6973088,8.584796,2021:12:23:14:32:20.200
149,1640237540218,-1.9996257,2.678145,8.6884,2021:12:23:14:32:20.218
150,1640237540237,-1.2013324,2.8075008,9.499869,2021:12:23:14:32:20.237
151,1640237540257,-1.244451,2.3170266,8.9572935,2021:12:23:14:32:20.257
152,1640237540284,-1.3073324,2.6679642,9.46214,2021:12:23:14:32:20.284
153,1640237540301,-1.1773777,2.7404275,9.212412,2021:12:23:14:32:20.301
154,1640237540319,-1.7684621,2.3505633,8.787813,2021:12:23:14:32:20.319
155,1640237540339,-1.7295355,2.9668002,9.358536,2021:12:23:14:32:20.339
156,1640237540359,-1.989445,3.1255007,8.632107,2021:12:23:14:32:20.359
157,1640237540382,-2.0181906,2.8464274,8.929146,2021:12:23:14:32:20.382
158,1640237540399,-1.9648913,2.6679642,8.90579,2021:12:23:14:32:20.399
159,1640237540421,-1.681027,2.797919,9.226186,2021:12:23:14:32:20.421
160,1640237540456,-1.1091065,2.6440094,9.325598,2021:12:23:14:32:20.456
161,1640237540475,-1.0180783,2.985964,8.599169,2021:12:23:14:32:20.475
162,1640237540486,-1.1138976,3.1446645,8.868062,2021:12:23:14:32:20.486
