,Timestamp,Gyro-x, Gyro-y, Gyro-z,Time
1,1640237537237,-0.042211067,-0.008655266,-0.051265806,2021:12:23:14:32:17.237
2,1640237537245,0.018508954,0.037151065,-0.04593949,2021:12:23:14:32:17.245
3,1640237537269,0.009986846,0.028628957,-0.03422159,2021:12:23:14:32:17.269
4,1640237537286,0.00039947382,0.022237375,-0.026764747,2021:12:23:14:32:17.286
5,1640237537307,0.0025300009,0.020106848,-0.015046847,2021:12:23:14:32:17.307
6,1640237537326,0.00039947382,0.017976321,-0.002263685,2021:12:23:14:32:17.326
7,1640237537353,0.00039947382,0.019041585,0.010519478,2021:12:23:14:32:17.353
8,1640237537369,0.00039947382,0.022237375,0.023302639,2021:12:23:14:32:17.369
9,1640237537386,0.00053263176,0.021172112,0.027563693,2021:12:23:14:32:17.386
10,1640237537406,0.00053263176,0.017976321,0.020106848,2021:12:23:14:32:17.406
11,1640237537426,-0.00053263176,0.013715268,0.010519478,2021:12:23:14:32:17.426
12,1640237537453,0.00053263176,0.013715268,0.0009321056,2021:12:23:14:32:17.453
13,1640237537471,0.0015978953,0.017976321,-0.0075900024,2021:12:23:14:32:17.471
14,1640237537487,0.0015978953,0.015845794,-0.008655266,2021:12:23:14:32:17.487
15,1640237537505,0.00053263176,0.012650005,-0.0139815835,2021:12:23:14:32:17.505
16,1640237537529,0.0015978953,0.012650005,-0.020373166,2021:12:23:14:32:17.529
17,1640237537553,0.0015978953,0.012650005,-0.020373166,2021:12:23:14:32:17.553
18,1640237537570,0.0015978953,0.013715268,-0.016112112,2021:12:23:14:32:17.570
19,1640237537589,0.0015978953,0.013715268,-0.0139815835,2021:12:23:14:32:17.589
20,1640237537609,0.00053263176,0.012650005,-0.008655266,2021:12:23:14:32:17.609
21,1640237537637,0.0015978953,0.011584741,-0.0011984215,2021:12:23:14:32:17.637
22,1640237537652,0.0015978953,0.013715268,0.0041278964,2021:12:23:14:32:17.652
23,1640237537669,0.00053263176,0.014780532,0.00519316,2021:12:23:14:32:17.669
24,1640237537691,0.0015978953,0.014780532,0.0041278964,2021:12:23:14:32:17.691
25,1640237537710,0.0026631588,0.011584741,0.0062584234,2021:12:23:14:32:17.710
26,1640237537736,0.00053263176,0.010519478,0.0030626326,2021:12:23:14:32:17.736
27,1640237537752,0.00053263176,0.012650005,-0.004394212,2021:12:23:14:32:17.752
28,1640237537770,0.0015978953,0.013715268,-0.0118510565,2021:12:23:14:32:17.770
29,1640237537789,0.0026631588,0.011584741,-0.017177375,2021:12:23:14:32:17.789
30,1640237537812,0.0015978953,0.007323687,-0.02143843,2021:12:23:14:32:17.812
31,1640237537836,-0.00053263176,0.0083889505,-0.023568956,2021:12:23:14:32:17.836
32,1640237537852,0.00053263176,0.011584741,-0.025699483,2021:12:23:14:32:17.852
33,1640237537871,0.0015978953,0.013715268,-0.02783001,2021:12:23:14:32:17.871
34,1640237537892,0.0015978953,0.00519316,-0.022503693,2021:12:23:14:32:17.892
35,1640237537912,0.00053263176,-0.00013315794,-0.0139815835,2021:12:23:14:32:17.912
36,1640237537936,0.00053263176,0.0030626326,0.001997369,2021:12:23:14:32:17.936
37,1640237537953,-0.00053263176,0.0062584234,0.023302639,2021:12:23:14:32:17.953
38,1640237537971,-0.00053263176,0.007323687,0.03289001,2021:12:23:14:32:17.971
39,1640237537991,0.00053263176,0.0062584234,0.033955276,2021:12:23:14:32:17.991
