,timestamp,x,y,z,Time
0,1648714351449,1.2821798,3.5303366,8.914174,2022:03:31:17:12:31.449
1,1648714351457,1.2917618,3.468054,8.947112,2022:03:31:17:12:31.457
2,1648714351479,1.2630161,3.4339185,8.999214,2022:03:31:17:12:31.479
3,1648714351499,1.2390612,3.4243367,8.9704685,2022:03:31:17:12:31.499
4,1648714351523,1.2198974,3.468054,8.965677,2022:03:31:17:12:31.523
5,1648714351539,1.2151065,3.5015907,8.947112,2022:03:31:17:12:31.539
6,1648714351559,1.1863607,3.5590823,8.927949,2022:03:31:17:12:31.559
7,1648714351579,1.2103156,3.6075907,8.918965,2022:03:31:17:12:31.579
8,1648714351606,1.2246884,3.6459184,8.899801,2022:03:31:17:12:31.606
9,1648714351620,1.2198974,3.70341,8.866864,2022:03:31:17:12:31.620
10,1648714351637,1.1959426,3.7273645,8.881237,2022:03:31:17:12:31.637
11,1648714351660,1.2198974,3.7327545,8.8716545,2022:03:31:17:12:31.660
12,1648714351680,1.2486432,3.698619,8.862073,2022:03:31:17:12:31.680
13,1648714351706,1.272598,3.6698732,8.886027,2022:03:31:17:12:31.706
14,1648714351719,1.2821798,3.6411273,8.895011,2022:03:31:17:12:31.719
15,1648714351741,1.2630161,3.6027997,8.909384,2022:03:31:17:12:31.741
16,1648714351760,1.272598,3.5638733,8.947112,2022:03:31:17:12:31.760
17,1648714351782,1.2684059,3.5399184,8.956695,2022:03:31:17:12:31.782
18,1648714351801,1.2875698,3.5015907,8.947112,2022:03:31:17:12:31.801
19,1648714351824,1.3163154,3.5111728,8.947112,2022:03:31:17:12:31.824
20,1648714351843,1.2731968,3.5159636,8.961485,2022:03:31:17:12:31.843
21,1648714351863,1.244451,3.5495002,8.942322,2022:03:31:17:12:31.863
22,1648714351882,1.2300782,3.5495002,8.918965,2022:03:31:17:12:31.882
23,1648714351903,1.1869596,3.5980089,8.9045925,2022:03:31:17:12:31.903
24,1648714351922,1.1582139,3.6123817,8.9045925,2022:03:31:17:12:31.922
25,1648714351944,1.1821686,3.674664,8.876446,2022:03:31:17:12:31.944
26,1648714351963,1.1875585,3.6938279,8.866864,2022:03:31:17:12:31.963
27,1648714351986,1.2109144,3.6938279,8.862073,2022:03:31:17:12:31.986
28,1648714352005,1.258824,3.684246,8.876446,2022:03:31:17:12:32.005
29,1648714352025,1.2594229,3.6411273,8.881237,2022:03:31:17:12:32.025
30,1648714352043,1.2690047,3.6219635,8.899801,2022:03:31:17:12:32.043
31,1648714352065,1.3025415,3.6075907,8.914174,2022:03:31:17:12:32.065
32,1648714352085,1.2929596,3.587828,8.923757,2022:03:31:17:12:32.085
33,1648714352105,1.2785866,3.6315455,8.928548,2022:03:31:17:12:32.105
34,1648714352124,1.24505,3.6938279,8.914174,2022:03:31:17:12:32.124
35,1648714352146,1.1486319,3.7471273,8.8716545,2022:03:31:17:12:32.146
36,1648714352164,0.94681287,3.6938279,8.890819,2022:03:31:17:12:32.164
37,1648714352186,0.58090353,3.5303366,8.89022,2022:03:31:17:12:32.186
38,1648714352207,1.0084965,3.6890368,8.886027,2022:03:31:17:12:32.207
39,1648714352225,1.2630161,3.7615001,8.999214,2022:03:31:17:12:32.225
40,1648714352246,1.2246884,3.463263,8.947112,2022:03:31:17:12:32.246
41,1648714352270,0.97915184,3.3907998,9.083654,2022:03:31:17:12:32.270
42,1648714352287,0.7102594,3.381218,8.994423,2022:03:31:17:12:32.287
43,1648714352307,0.7773328,3.169218,8.914174,2022:03:31:17:12:32.307
44,1648714352325,1.0126885,3.3141446,8.998615,2022:03:31:17:12:32.325
45,1648714352346,1.5265187,3.684246,8.8716545,2022:03:31:17:12:32.346
46,1648714352368,2.1032302,3.8525283,8.781824,2022:03:31:17:12:32.368
47,1648714352388,2.3775125,4.0453644,8.777034,2022:03:31:17:12:32.388
48,1648714352406,2.4781225,4.0118275,8.734513,2022:03:31:17:12:32.406
49,1648714352429,2.4206312,3.7129917,8.758469,2022:03:31:17:12:32.429
50,1648714352447,2.3002582,3.482427,8.829135,2022:03:31:17:12:32.447
51,1648714352469,2.3727214,3.2177265,8.8716545,2022:03:31:17:12:32.469
52,1648714352488,2.6080773,3.0344725,8.899801,2022:03:31:17:12:32.488
53,1648714352510,2.9152973,4.12202,8.9045925,2022:03:31:17:12:32.510
54,1648714352529,1.4786091,5.084403,9.098027,2022:03:31:17:12:32.529
55,1648714352551,-0.23236142,2.1158063,8.197328,2022:03:31:17:12:32.551
56,1648714352569,0.96477896,4.473556,9.258525,2022:03:31:17:12:32.569
57,1648714352591,2.618258,3.3333085,8.735112,2022:03:31:17:12:32.591
58,1648714352610,1.9115919,3.7950368,8.522513,2022:03:31:17:12:32.610
59,1648714352630,-0.03473444,3.790246,9.253734,2022:03:31:17:12:32.630
60,1648714352652,1.3205075,3.3524723,8.584197,2022:03:31:17:12:32.652
61,1648714352672,2.0223827,4.1363926,8.886027,2022:03:31:17:12:32.672
62,1648714352691,1.6953999,3.5980089,8.796197,2022:03:31:17:12:32.691
63,1648714352711,1.598982,4.1465735,8.46622,2022:03:31:17:12:32.711
64,1648714352731,2.0798743,4.213647,8.994423,2022:03:31:17:12:32.731
65,1648714352752,3.463862,4.1028557,8.235056,2022:03:31:17:12:32.752
66,1648714352773,2.6326308,4.487929,8.796197,2022:03:31:17:12:32.773
67,1648714352797,1.7193547,3.987274,8.683011,2022:03:31:17:12:32.797
68,1648714352812,1.8541003,3.8669012,8.447056,2022:03:31:17:12:32.812
69,1648714352833,1.4552532,4.107647,8.927949,2022:03:31:17:12:32.833
70,1648714352853,1.3690159,3.780664,8.593181,2022:03:31:17:12:32.853
71,1648714352873,0.5132313,4.064528,8.76805,2022:03:31:17:12:32.873
72,1648714352894,0.5132313,4.0405736,8.791407,2022:03:31:17:12:32.894
73,1648714352914,0.7102594,3.881873,8.852491,2022:03:31:17:12:32.914
74,1648714352935,-0.18804507,3.996856,8.951903,2022:03:31:17:12:32.935
75,1648714352955,-0.49586406,3.8621104,8.796197,2022:03:31:17:12:32.955
76,1648714352973,-0.2425422,3.7615001,8.975259,2022:03:31:17:12:32.973
77,1648714352996,0.041322004,3.8429465,9.121384,2022:03:31:17:12:32.996
78,1648714353019,0.33416927,3.5980089,8.842909,2022:03:31:17:12:33.019
79,1648714353036,0.04551409,3.4195457,9.003407,2022:03:31:17:12:33.036
80,1648714353056,0.16109593,2.7991166,9.069282,2022:03:31:17:12:33.056
81,1648714353073,0.8144627,3.6650822,9.012988,2022:03:31:17:12:33.073
82,1648714353096,1.0306547,3.3189356,9.640004,2022:03:31:17:12:33.096
83,1648714353120,1.2947562,2.5200434,8.829135,2022:03:31:17:12:33.120
84,1648714353136,0.87674516,2.870981,9.323801,2022:03:31:17:12:33.136
85,1648714353156,1.217502,2.1014335,9.328592,2022:03:31:17:12:33.156
86,1648714353178,1.8666767,2.3565521,9.262716,2022:03:31:17:12:33.178
87,1648714353196,1.938541,2.3900888,9.479507,2022:03:31:17:12:33.196
88,1648714353219,2.135569,2.255343,9.220197,2022:03:31:17:12:33.219
