,timestamp,x,y,z,Time
0,1649140736708,3.0482464,1.4570498,9.113598,2022:04:05:15:38:56.708
1,1649140736710,3.0338736,1.5193323,9.113598,2022:04:05:15:38:56.710
2,1649140736733,3.0195007,1.6013774,9.11779,2022:04:05:15:38:56.733
3,1649140736752,2.985964,1.6828237,9.099225,2022:04:05:15:38:56.752
4,1649140736773,2.9524274,1.7361231,9.0896435,2022:04:05:15:38:56.773
5,1649140736798,2.9380543,1.7696598,9.094435,2022:04:05:15:38:56.798
6,1649140736815,2.976382,1.7840327,9.080061,2022:04:05:15:38:56.815
7,1649140736832,2.985964,1.7744508,9.07587,2022:04:05:15:38:56.832
8,1649140736853,3.0386646,1.745705,9.071078,2022:04:05:15:38:56.853
9,1649140736872,3.0769923,1.6882135,9.099225,2022:04:05:15:38:56.872
10,1649140736895,3.0973537,1.6157503,9.113598,2022:04:05:15:38:56.895
11,1649140736913,3.1021447,1.5822135,9.118389,2022:04:05:15:38:56.913
12,1649140736935,3.073399,1.5384961,9.113598,2022:04:05:15:38:56.935
13,1649140736954,3.0350714,1.5241232,9.108808,2022:04:05:15:38:56.954
14,1649140736975,2.9967437,1.4953774,9.132163,2022:04:05:15:38:56.975
15,1649140736994,2.9727888,1.4953774,9.136954,2022:04:05:15:38:56.994
16,1649140737017,2.958416,1.4953774,9.12318,2022:04:05:15:38:57.017
17,1649140737034,2.9440432,1.5049593,9.118389,2022:04:05:15:38:57.034
18,1649140737056,2.967998,1.5337051,9.127971,2022:04:05:15:38:57.056
19,1649140737074,2.9967437,1.543287,9.108808,2022:04:05:15:38:57.074
20,1649140737096,3.0242918,1.5534679,9.1225815,2022:04:05:15:38:57.096
21,1649140737115,3.0434556,1.5774226,9.11779,2022:04:05:15:38:57.115
22,1649140737137,3.081783,1.6061684,9.108808,2022:04:05:15:38:57.137
23,1649140737158,3.0769923,1.649287,9.099225,2022:04:05:15:38:57.158
24,1649140737179,3.081783,1.6834226,9.0896435,2022:04:05:15:38:57.179
25,1649140737197,3.0626192,1.6977954,9.099225,2022:04:05:15:38:57.197
26,1649140737218,3.0236928,1.7313321,9.0896435,2022:04:05:15:38:57.218
27,1649140737236,3.004529,1.745705,9.084852,2022:04:05:15:38:57.236
28,1649140737261,2.9805741,1.7217503,9.084852,2022:04:05:15:38:57.261
29,1649140737278,2.9901562,1.6930045,9.104016,2022:04:05:15:38:57.278
30,1649140737299,2.9955459,1.649287,9.113598,2022:04:05:15:38:57.299
