8775,8896,Turn Left,1649562235897,1649562238350,2:55,2:57
11100,11206,Turn Right,1649562282958,1649562285102,3:42,3:44
11433,11570,Turn Left,1649562289690,1649562292471,3:48,3:51
16277,16428,Turn Left,1649562387729,1649562390784,5:25,5:28
20741,20878,Turn Left,1649562478091,1649562480853,6:54,6:57
22086,22217,Turn Left,1649562505304,1649562507954,7:21,7:24
24231,24362,Turn Right,1649562548728,1649562551376,8:4,8:7
24504,24618,Turn Left,1649562554257,1649562556552,8:10,8:12
26391,26462,Turn Left,1649562592437,1649562593876,8:47,8:49
29112,29183,Turn Left,1649562647510,1649562648947,9:42,9:43
18232,18355,Lane Change Right,1649562427306,1649562429786,6:4,6:7
