1771,1921,Turn Left,1649559401591,1649559404636,0:35,0:38
4619,4715,Turn Left,1649559459237,1649559461167,1:32,1:34
5940,6052,Turn Left,1649559485970,1649559488235,1:58,2:1
6160,6280,Turn Right,1649559490412,1649559492851,2:3,2:5
6840,6948,Turn Left,1649559504178,1649559506372,2:16,2:18
9462,9558,Turn Left,1649559557248,1649559559176,3:9,3:11
11774,11915,Turn Left,1649559604032,1649559606893,3:55,3:58
14656,14732,Turn Left,1649559662359,1649559663898,4:53,4:54
15982,16114,Turn Left,1649559689200,1649559691877,5:19,5:22
16185,16308,Turn Right,1649559693318,1649559695794,5:23,5:26
25846,25933,Turn Left,1649559888832,1649559890595,8:36,8:38
26038,26139,Turn Right,1649559892718,1649559894752,8:40,8:42
26626,26713,Turn Left,1649559904619,1649559906379,8:52,8:54
29263,29367,Turn Left,1649559957982,1649559960077,9:45,9:47
31496,31600,Turn Left,1649560003195,1649560005281,10:29,10:32
840,940,Cruise,1649559382757,1649559384772,0:16,0:18
2966,3166,Cruise,1649559425775,1649559429814,0:59,1:3
3571,3771,Cruise,1649559438020,1649559442075,1:11,1:15
