,Timestamp,Gyro-x, Gyro-y, Gyro-z,Time
1,1640147947267,-0.004793686,0.007323687,-0.029561063,2021:12:22:13:39:07.267
2,1640147947276,-0.0026631588,0.007323687,-0.049534753,2021:12:22:13:39:07.276
3,1640147947299,0.0,-0.0009321056,-0.057790548,2021:12:22:13:39:07.299
4,1640147947321,-0.0026631588,-0.00519316,-0.045540016,2021:12:22:13:39:07.321
5,1640147947338,-0.00079894764,0.008921582,-0.04394212,2021:12:22:13:39:07.338
6,1640147947358,-0.0031957906,0.0038615803,-0.03755054,2021:12:22:13:39:07.358
7,1640147947382,0.0,-0.0030626326,-0.04154528,2021:12:22:13:39:07.382
8,1640147947405,-0.0031957906,-0.0035952644,-0.022104219,2021:12:22:13:39:07.405
9,1640147947418,-0.0018642112,-0.004660528,0.011717899,2021:12:22:13:39:07.418
10,1640147947439,-0.0018642112,-0.00039947382,0.02583264,2021:12:22:13:39:07.439
11,1640147947459,-0.00452737,-0.0014647373,0.028229482,2021:12:22:13:39:07.459
12,1640147947479,-0.002130527,0.0038615803,0.031425275,2021:12:22:13:39:07.479
13,1640147947505,0.0013315794,0.0025300009,0.034088433,2021:12:22:13:39:07.505
14,1640147947520,0.002130527,-0.0017310532,0.040480014,2021:12:22:13:39:07.520
15,1640147947540,0.0037284223,-0.0017310532,0.049002122,2021:12:22:13:39:07.540
16,1640147947560,0.00452737,0.0025300009,0.047670543,2021:12:22:13:39:07.560
17,1640147947582,0.0018642112,0.0057257917,0.039681066,2021:12:22:13:39:07.582
18,1640147947602,-0.00026631588,-0.0011984215,0.023702113,2021:12:22:13:39:07.602
19,1640147947620,-0.0037284223,-0.005992107,0.007989476,2021:12:22:13:39:07.620
20,1640147947640,-0.00079894764,-0.0075900024,0.002130527,2021:12:22:13:39:07.640
21,1640147947662,0.0,-0.0017310532,-0.012516847,2021:12:22:13:39:07.662
22,1640147947697,-0.00079894764,0.001997369,-0.010652635,2021:12:22:13:39:07.697
23,1640147947718,-0.0034621065,0.006524739,-0.00452737,2021:12:22:13:39:07.718
24,1640147947738,-0.003994738,0.008655266,-0.009587372,2021:12:22:13:39:07.738
25,1640147947756,0.0018642112,0.011052109,-0.011185267,2021:12:22:13:39:07.756
26,1640147947782,0.006657897,0.020639481,-0.016777901,2021:12:22:13:39:07.782
27,1640147947782,0.006391581,0.020373166,-0.026365273,2021:12:22:13:39:07.782
28,1640147947820,0.0026631588,0.013715268,-0.0452737,2021:12:22:13:39:07.820
29,1640147947840,0.0026631588,0.002263685,-0.054062124,2021:12:22:13:39:07.840
30,1640147947859,0.0018642112,-0.00013315794,-0.047936857,2021:12:22:13:39:07.859
31,1640147947878,-0.00053263176,0.0035952644,-0.017576847,2021:12:22:13:39:07.878
32,1640147947899,-0.0031957906,0.011584741,0.023702113,2021:12:22:13:39:07.899
33,1640147947922,-0.0055926335,0.014780532,0.053263176,2021:12:22:13:39:07.922
34,1640147947939,-0.0053263176,0.015313163,0.0788295,2021:12:22:13:39:07.939
35,1640147947959,-0.0015978953,0.019307902,0.109455824,2021:12:22:13:39:07.959
36,1640147947981,0.00026631588,0.02969422,0.13475583,2021:12:22:13:39:07.981
37,1640147947997,-0.00053263176,0.02783001,0.13049479,2021:12:22:13:39:07.997
38,1640147948018,0.0015978953,0.029427905,0.08575372,2021:12:22:13:39:08.018
39,1640147948035,0.006657897,0.025699483,0.027963167,2021:12:22:13:39:08.035
40,1640147948061,0.008522108,0.019574217,-0.034088433,2021:12:22:13:39:08.061
41,1640147948079,0.010652635,0.016644742,-0.088416874,2021:12:22:13:39:08.079
42,1640147948096,0.009321056,0.020639481,-0.14274532,2021:12:22:13:39:08.096
43,1640147948117,0.014381058,-0.016911058,-0.21278639,2021:12:22:13:39:08.117
44,1640147948136,-0.016777901,0.031292114,-0.2745717,2021:12:22:13:39:08.136
45,1640147948156,0.03755054,-0.067511074,-0.16458322,2021:12:22:13:39:08.156
46,1640147948177,0.012516847,0.07257108,-0.26924536,2021:12:22:13:39:08.177
47,1640147948196,-0.00905474,0.063782655,-0.355798,2021:12:22:13:39:08.196
48,1640147948218,-0.017576847,-0.02969422,-0.14647374,2021:12:22:13:39:08.218
49,1640147948237,-0.007190529,0.0035952644,-0.16298532,2021:12:22:13:39:08.237
50,1640147948258,0.031158958,-0.004394212,-0.11584741,2021:12:22:13:39:08.258
51,1640147948279,0.02130527,-0.014780532,-0.121173725,2021:12:22:13:39:08.279
52,1640147948301,-0.0013315794,0.019041585,-0.1861548,2021:12:22:13:39:08.301
53,1640147948319,-0.0026631588,0.0049268436,-0.13209268,2021:12:22:13:39:08.319
54,1640147948339,0.009321056,-0.008122634,-0.08815055,2021:12:22:13:39:08.339
55,1640147948359,0.015978953,-0.02197106,-0.09587371,2021:12:22:13:39:08.359
56,1640147948379,0.006657897,-0.044075277,-0.12010846,2021:12:22:13:39:08.379
57,1640147948401,0.0018642112,-0.043808963,-0.16857795,2021:12:22:13:39:08.401
58,1640147948419,0.002130527,-0.038482644,-0.22690113,2021:12:22:13:39:08.419
59,1640147948439,0.0026631588,-0.04647212,-0.2801643,2021:12:22:13:39:08.439
60,1640147948456,0.0034621065,-0.050999492,-0.35633066,2021:12:22:13:39:08.456
61,1640147948474,0.006657897,-0.0712395,-0.46525383,2021:12:22:13:39:08.474
62,1640147948502,0.0077231606,-0.07763108,-0.54754543,2021:12:22:13:39:08.502
63,1640147948519,0.015712637,-0.07576687,-0.605336,2021:12:22:13:39:08.519
64,1640147948535,0.029294748,-0.085087925,-0.70200866,2021:12:22:13:39:08.535
65,1640147948556,0.037816856,-0.10665951,-0.80214345,2021:12:22:13:39:08.556
66,1640147948577,0.03621896,-0.13195951,-0.88177186,2021:12:22:13:39:08.577
67,1640147948596,0.04261054,-0.12130688,-0.86259717,2021:12:22:13:39:08.596
68,1640147948619,0.03808317,-0.12290478,-0.83250344,2021:12:22:13:39:08.619
69,1640147948637,0.031425275,-0.12743215,-0.7898929,2021:12:22:13:39:08.637
70,1640147948656,0.026365273,-0.12130688,-0.7675224,2021:12:22:13:39:08.656
71,1640147948676,0.024501061,-0.14287847,-0.8202529,2021:12:22:13:39:08.676
72,1640147948700,0.041012645,-0.1583248,-0.8474171,2021:12:22:13:39:08.700
73,1640147948717,0.07563371,-0.13488899,-0.7177213,2021:12:22:13:39:08.717
74,1640147948740,0.07243792,-0.1316932,-0.57710654,2021:12:22:13:39:08.740
75,1640147948760,0.06258423,-0.1031974,-0.55100757,2021:12:22:13:39:08.760
76,1640147948780,0.09374319,-0.15033531,-0.61119497,2021:12:22:13:39:08.780
77,1640147948803,0.1307611,-0.16791217,-0.49667913,2021:12:22:13:39:08.803
78,1640147948820,0.11424951,-0.15885742,-0.49721175,2021:12:22:13:39:08.820
79,1640147948840,0.09347688,-0.14660689,-0.5179844,2021:12:22:13:39:08.840
80,1640147948860,0.101998985,-0.13728584,-0.41998014,2021:12:22:13:39:08.860
81,1640147948881,0.0788295,-0.13302478,-0.31158957,2021:12:22:13:39:08.881
82,1640147948902,0.07030739,-0.13701952,-0.27590325,2021:12:22:13:39:08.902
