,timestamp,x,y,z,Time
0,1649731239044,1.0055021,3.7561104,8.902796,2022:04:12:11:40:39.044
1,1649731239045,0.9767564,3.7704833,8.881836,2022:04:12:11:40:39.045
2,1649731239055,0.9695699,3.7609012,8.844107,2022:04:12:11:40:39.055
3,1649731239069,0.97196543,3.7465284,8.87944,2022:04:12:11:40:39.069
4,1649731239096,0.95938915,3.7585058,8.905191,2022:04:12:11:40:39.096
5,1649731239111,0.9330389,3.8112063,8.8321295,2022:04:12:11:40:39.111
6,1649731239135,0.9426208,3.8016245,8.87944,2022:04:12:11:40:39.135
7,1649731239153,0.9474118,3.784856,8.853688,2022:04:12:11:40:39.153
8,1649731239176,0.9498072,3.8112063,8.860276,2022:04:12:11:40:39.176
9,1649731239195,0.93543434,3.8303702,8.869858,2022:04:12:11:40:39.195
10,1649731239216,0.937231,3.8207884,8.827338,2022:04:12:11:40:39.216
11,1649731239233,0.95160383,3.8159974,8.872253,2022:04:12:11:40:39.233
12,1649731239254,0.96118575,3.808811,8.844107,2022:04:12:11:40:39.254
13,1649731239275,0.98094845,3.799229,8.860276,2022:04:12:11:40:39.275
14,1649731239298,0.98094845,3.784856,8.8650675,2022:04:12:11:40:39.298
15,1649731239314,0.97376204,3.7872515,8.851294,2022:04:12:11:40:39.314
16,1649731239338,0.9977168,3.7872515,8.872253,2022:04:12:11:40:39.338
17,1649731239354,1.0072987,3.7728786,8.860276,2022:04:12:11:40:39.354
18,1649731239378,1.0072987,3.7537148,8.867463,2022:04:12:11:40:39.378
19,1649731239395,0.96657556,3.789647,8.877045,2022:04:12:11:40:39.395
20,1649731239418,0.94202197,3.780065,8.881836,2022:04:12:11:40:39.418
21,1649731239434,0.93004453,3.7609012,8.8914175,2022:04:12:11:40:39.434
22,1649731239460,0.9348355,3.7944381,8.857881,2022:04:12:11:40:39.460
23,1649731239479,0.94501626,3.7920425,8.855485,2022:04:12:11:40:39.479
24,1649731239498,0.95220274,3.8016245,8.884231,2022:04:12:11:40:39.498
25,1649731239514,0.93782985,3.7944381,8.846502,2022:04:12:11:40:39.514
26,1649731239532,0.9498072,3.799229,8.846502,2022:04:12:11:40:39.532
27,1649731239549,0.95220274,3.780065,8.874649,2022:04:12:11:40:39.549
28,1649731239568,0.97376204,3.7728786,8.8584795,2022:04:12:11:40:39.568
29,1649731239589,0.9641801,3.780065,8.834525,2022:04:12:11:40:39.589
30,1649731239609,0.95220274,3.7824607,8.869858,2022:04:12:11:40:39.609
31,1649731239629,0.98094845,3.789647,8.851294,2022:04:12:11:40:39.629
32,1649731239650,0.9641801,3.784856,8.841711,2022:04:12:11:40:39.650
33,1649731239669,0.9689711,3.8016245,8.844107,2022:04:12:11:40:39.669
34,1649731239695,0.9683722,3.8016245,8.860276,2022:04:12:11:40:39.695
35,1649731239713,0.9731632,3.8112063,8.860276,2022:04:12:11:40:39.713
36,1649731239731,0.9779541,3.799229,8.872253,2022:04:12:11:40:39.731
37,1649731239749,0.96118575,3.7968335,8.848898,2022:04:12:11:40:39.749
38,1649731239773,0.9659767,3.7872515,8.846502,2022:04:12:11:40:39.773
39,1649731239791,0.96118575,3.7872515,8.867463,2022:04:12:11:40:39.791
40,1649731239814,0.9492084,3.7968335,8.848898,2022:04:12:11:40:39.814
41,1649731239834,0.95399934,3.7944381,8.862672,2022:04:12:11:40:39.834
42,1649731239851,0.9683722,3.780065,8.869858,2022:04:12:11:40:39.851
43,1649731239871,0.94202197,3.7752743,8.872253,2022:04:12:11:40:39.871
44,1649731239896,0.95220274,3.7704833,8.8584795,2022:04:12:11:40:39.896
45,1649731239913,0.94501626,3.7872515,8.869858,2022:04:12:11:40:39.913
46,1649731239933,0.91627055,3.7728786,8.862672,2022:04:12:11:40:39.933
47,1649731239953,0.8971067,3.7728786,8.844107,2022:04:12:11:40:39.953
48,1649731239973,0.84380734,3.789647,8.87944,2022:04:12:11:40:39.973
49,1649731239994,0.8318299,3.7824607,8.907587,2022:04:12:11:40:39.994
50,1649731240013,0.8102706,3.7944381,8.856084,2022:04:12:11:40:40.013
51,1649731240033,0.79110676,3.8279748,8.867463,2022:04:12:11:40:40.033
52,1649731240056,0.84380734,3.8231838,8.834525,2022:04:12:11:40:40.056
53,1649731240077,0.85818017,3.849534,8.846502,2022:04:12:11:40:40.077
54,1649731240097,0.882135,3.8351612,8.846502,2022:04:12:11:40:40.097
55,1649731240115,0.9036943,3.8471386,8.834525,2022:04:12:11:40:40.115
56,1649731240137,0.9731632,3.8279748,8.829734,2022:04:12:11:40:40.137
57,1649731240155,1.042632,3.8327656,8.851294,2022:04:12:11:40:40.155
58,1649731240180,1.1001235,3.8279748,8.834525,2022:04:12:11:40:40.180
59,1649731240196,1.1486319,3.7920425,8.817757,2022:04:12:11:40:40.196
60,1649731240216,1.2061235,3.780065,8.820152,2022:04:12:11:40:40.216
61,1649731240236,1.258824,3.7609012,8.85309,2022:04:12:11:40:40.236
62,1649731240259,1.2731968,3.7369466,8.848299,2022:04:12:11:40:40.259
63,1649731240277,1.254033,3.707602,8.845903,2022:04:12:11:40:40.277
64,1649731240298,1.1917505,3.69802,8.862672,2022:04:12:11:40:40.298
65,1649731240321,1.1510274,3.7171838,8.869858,2022:04:12:11:40:40.321
66,1649731240337,1.1031178,3.7273645,8.867463,2022:04:12:11:40:40.337
67,1649731240356,1.0665869,3.7339523,8.884231,2022:04:12:11:40:40.356
68,1649731240383,1.0330502,3.7321556,8.860276,2022:04:12:11:40:40.383
69,1649731240409,1.0019089,3.7561104,8.857881,2022:04:12:11:40:40.409
70,1649731240431,1.042632,3.744133,8.890819,2022:04:12:11:40:40.431
71,1649731240453,1.0737733,3.7776697,8.860276,2022:04:12:11:40:40.453
72,1649731240470,1.0617958,3.7537148,8.851294,2022:04:12:11:40:40.470
73,1649731240492,1.0234683,3.7704833,8.872253,2022:04:12:11:40:40.492
74,1649731240510,1.0162817,3.789647,8.848299,2022:04:12:11:40:40.510
75,1649731240532,1.0162817,3.7920425,8.836921,2022:04:12:11:40:40.532
76,1649731240551,0.9947225,3.780065,8.848299,2022:04:12:11:40:40.551
77,1649731240570,0.9605869,3.7704833,8.834525,2022:04:12:11:40:40.570
78,1649731240593,0.9731632,3.80402,8.862672,2022:04:12:11:40:40.593
79,1649731240615,0.99951345,3.784856,8.857881,2022:04:12:11:40:40.615
80,1649731240634,0.98693717,3.799229,8.85309,2022:04:12:11:40:40.634
81,1649731240651,1.0138863,3.7585058,8.874649,2022:04:12:11:40:40.651
82,1649731240671,1.0258636,3.7704833,8.841711,2022:04:12:11:40:40.671
83,1649731240700,1.0210727,3.748924,8.860276,2022:04:12:11:40:40.700
84,1649731240717,1.065988,3.7417374,8.860276,2022:04:12:11:40:40.717
85,1649731240736,1.0468241,3.744133,8.855485,2022:04:12:11:40:40.736
86,1649731240751,1.0492196,3.7369466,8.8650675,2022:04:12:11:40:40.751
87,1649731240771,1.0252649,3.7369466,8.87405,2022:04:12:11:40:40.771
88,1649731240791,1.0204738,3.7680879,8.860276,2022:04:12:11:40:40.791
89,1649731240818,1.0252649,3.7752743,8.848299,2022:04:12:11:40:40.818
90,1649731240836,1.0420332,3.80402,8.820152,2022:04:12:11:40:40.836
91,1649731240856,1.0084965,3.7872515,8.845903,2022:04:12:11:40:40.856
92,1649731240875,1.0180783,3.7824607,8.841711,2022:04:12:11:40:40.875
93,1649731240900,1.0348468,3.780065,8.8387165,2022:04:12:11:40:40.900
94,1649731240917,1.061197,3.7752743,8.869858,2022:04:12:11:40:40.917
95,1649731240939,1.0516151,3.748924,8.850695,2022:04:12:11:40:40.939
96,1649731240956,1.0588015,3.7417374,8.886027,2022:04:12:11:40:40.956
97,1649731240978,1.0396377,3.7321556,8.85309,2022:04:12:11:40:40.978
98,1649731241000,1.0588015,3.7273645,8.862672,2022:04:12:11:40:41.000
99,1649731241019,1.0492196,3.7321556,8.862672,2022:04:12:11:40:41.019
100,1649731241039,1.0372422,3.7297602,8.867463,2022:04:12:11:40:41.039
101,1649731241060,1.0444286,3.7465284,8.867463,2022:04:12:11:40:41.060
102,1649731241070,1.0468241,3.7632968,8.862672,2022:04:12:11:40:41.070
103,1649731241101,1.0450275,3.7728786,8.836322,2022:04:12:11:40:41.101
104,1649731241117,1.0258636,3.7752743,8.8387165,2022:04:12:11:40:41.117
105,1649731241136,1.0138863,3.784856,8.841711,2022:04:12:11:40:41.136
106,1649731241155,1.0114908,3.7968335,8.836921,2022:04:12:11:40:41.155
107,1649731241178,1.0043044,3.784856,8.834525,2022:04:12:11:40:41.178
108,1649731241199,0.98514056,3.7920425,8.850695,2022:04:12:11:40:41.199
109,1649731241220,0.98514056,3.8016245,8.860276,2022:04:12:11:40:41.220
110,1649731241234,1.0282592,3.7920425,8.848299,2022:04:12:11:40:41.234
111,1649731241252,1.0066998,3.789647,8.8321295,2022:04:12:11:40:41.252
112,1649731241268,1.0019089,3.7680879,8.862672,2022:04:12:11:40:41.268
113,1649731241289,1.0031066,3.7680879,8.843508,2022:04:12:11:40:41.289
114,1649731241311,1.0055021,3.780065,8.855485,2022:04:12:11:40:41.311
115,1649731241342,1.0078976,3.7824607,8.872253,2022:04:12:11:40:41.342
116,1649731241353,1.0174795,3.7585058,8.869858,2022:04:12:11:40:41.353
117,1649731241370,1.0102931,3.7704833,8.836921,2022:04:12:11:40:41.370
118,1649731241391,1.0270615,3.784856,8.850695,2022:04:12:11:40:41.391
119,1649731241410,1.0366434,3.80402,8.843508,2022:04:12:11:40:41.410
120,1649731241435,1.0432309,3.7656922,8.841112,2022:04:12:11:40:41.435
121,1649731241452,1.03844,3.784856,8.867463,2022:04:12:11:40:41.452
122,1649731241469,1.0432309,3.7944381,8.848299,2022:04:12:11:40:41.469
123,1649731241492,1.0713778,3.7752743,8.834525,2022:04:12:11:40:41.492
124,1649731241510,1.0617958,3.7680879,8.867463,2022:04:12:11:40:41.510
125,1649731241536,1.0546094,3.7513194,8.857881,2022:04:12:11:40:41.536
126,1649731241554,1.0378411,3.748924,8.85309,2022:04:12:11:40:41.554
127,1649731241572,1.0210727,3.7465284,8.869858,2022:04:12:11:40:41.572
128,1649731241592,1.0162817,3.7609012,8.857881,2022:04:12:11:40:41.592
129,1649731241619,0.99711794,3.789647,8.843508,2022:04:12:11:40:41.619
130,1649731241634,1.0114908,3.8016245,8.85309,2022:04:12:11:40:41.634
131,1649731241656,1.0019089,3.784856,8.850695,2022:04:12:11:40:41.656
132,1649731241674,1.0090953,3.7728786,8.827338,2022:04:12:11:40:41.674
133,1649731241695,1.0204738,3.7920425,8.836921,2022:04:12:11:40:41.695
134,1649731241718,1.0204738,3.7944381,8.848898,2022:04:12:11:40:41.718
135,1649731241738,1.0156829,3.799229,8.860276,2022:04:12:11:40:41.738
136,1649731241753,1.0180783,3.7944381,8.851294,2022:04:12:11:40:41.753
137,1649731241776,0.9917281,3.799229,8.844107,2022:04:12:11:40:41.776
138,1649731241796,0.9965191,3.7872515,8.860276,2022:04:12:11:40:41.796
139,1649731241820,0.9941236,3.7728786,8.836921,2022:04:12:11:40:41.820
140,1649731241840,0.9917281,3.7776697,8.85309,2022:04:12:11:40:41.840
141,1649731241857,0.9965191,3.780065,8.857881,2022:04:12:11:40:41.857
142,1649731241876,1.0084965,3.7561104,8.85309,2022:04:12:11:40:41.876
143,1649731241899,1.0156829,3.7585058,8.872253,2022:04:12:11:40:41.899
144,1649731241924,1.0204738,3.748924,8.884231,2022:04:12:11:40:41.924
145,1649731241940,1.0324513,3.7537148,8.848299,2022:04:12:11:40:41.940
146,1649731241956,1.0228693,3.744133,8.874649,2022:04:12:11:40:41.956
147,1649731241978,1.0180783,3.744133,8.85309,2022:04:12:11:40:41.978
148,1649731241996,1.0348468,3.7585058,8.860276,2022:04:12:11:40:41.996
149,1649731242020,1.0198749,3.7632968,8.85309,2022:04:12:11:40:42.020
150,1649731242051,1.0492196,3.7561104,8.844107,2022:04:12:11:40:42.051
151,1649731242068,1.0492196,3.7824607,8.857881,2022:04:12:11:40:42.068
152,1649731242075,1.0588015,3.799229,8.844107,2022:04:12:11:40:42.075
153,1649731242103,1.0605981,3.80402,8.829734,2022:04:12:11:40:42.103
154,1649731242132,1.0677845,3.8064153,8.841112,2022:04:12:11:40:42.132
155,1649731242152,1.0629936,3.7968335,8.8650675,2022:04:12:11:40:42.152
156,1649731242171,1.0534117,3.780065,8.841711,2022:04:12:11:40:42.171
157,1649731242189,1.0144851,3.7704833,8.869858,2022:04:12:11:40:42.189
158,1649731242211,1.0120897,3.7561104,8.872253,2022:04:12:11:40:42.211
159,1649731242237,0.9929259,3.7561104,8.87405,2022:04:12:11:40:42.237
160,1649731242255,0.98094845,3.748924,8.845903,2022:04:12:11:40:42.255
161,1649731242273,0.9905304,3.7537148,8.876446,2022:04:12:11:40:42.273
162,1649731242291,0.978553,3.7561104,8.881237,2022:04:12:11:40:42.291
163,1649731242311,0.9761575,3.7632968,8.862672,2022:04:12:11:40:42.311
164,1649731242319,0.978553,3.7728786,8.85309,2022:04:12:11:40:42.319
165,1649731242345,0.9929259,3.7776697,8.872253,2022:04:12:11:40:42.345
166,1649731242373,1.0025078,3.7728786,8.8650675,2022:04:12:11:40:42.373
167,1649731242392,0.9977168,3.7824607,8.8650675,2022:04:12:11:40:42.392
168,1649731242414,1.0168806,3.7704833,8.85309,2022:04:12:11:40:42.414
169,1649731242435,1.0072987,3.7537148,8.85309,2022:04:12:11:40:42.435
170,1649731242457,0.9857394,3.7656922,8.869259,2022:04:12:11:40:42.457
171,1649731242472,1.0025078,3.8064153,8.860276,2022:04:12:11:40:42.472
172,1649731242494,1.0120897,3.7632968,8.850695,2022:04:12:11:40:42.494
173,1649731242513,1.0025078,3.7752743,8.872253,2022:04:12:11:40:42.513
174,1649731242539,0.9929259,3.7704833,8.888423,2022:04:12:11:40:42.539
175,1649731242557,0.9929259,3.7632968,8.848299,2022:04:12:11:40:42.557
176,1649731242569,0.9929259,3.7585058,8.876446,2022:04:12:11:40:42.569
177,1649731242586,1.0168806,3.7752743,8.841112,2022:04:12:11:40:42.586
178,1649731242623,1.0408354,3.7561104,8.866864,2022:04:12:11:40:42.623
179,1649731242637,1.03844,3.7752743,8.829734,2022:04:12:11:40:42.637
180,1649731242657,1.0168806,3.7872515,8.85309,2022:04:12:11:40:42.657
181,1649731242675,1.0144851,3.8016245,8.860276,2022:04:12:11:40:42.675
182,1649731242696,0.9977168,3.784856,8.857881,2022:04:12:11:40:42.696
183,1649731242720,0.9977168,3.7776697,8.850695,2022:04:12:11:40:42.720
184,1649731242739,1.0025078,3.784856,8.850695,2022:04:12:11:40:42.739
185,1649731242755,0.9977168,3.780065,8.845903,2022:04:12:11:40:42.755
186,1649731242779,1.0216717,3.7609012,8.860276,2022:04:12:11:40:42.779
187,1649731242795,1.03844,3.7704833,8.872253,2022:04:12:11:40:42.795
188,1649731242820,1.0432309,3.739342,8.85309,2022:04:12:11:40:42.820
189,1649731242837,1.0552083,3.7561104,8.864469,2022:04:12:11:40:42.837
190,1649731242860,1.0719767,3.7513194,8.881237,2022:04:12:11:40:42.860
191,1649731242876,1.0264626,3.7632968,8.859677,2022:04:12:11:40:42.876
192,1649731242900,1.0450275,3.7728786,8.8650675,2022:04:12:11:40:42.900
193,1649731242915,1.0498185,3.7632968,8.85309,2022:04:12:11:40:42.915
194,1649731242929,1.0138863,3.7704833,8.857881,2022:04:12:11:40:42.929
195,1649731242950,1.0138863,3.808811,8.857881,2022:04:12:11:40:42.950
196,1649731242976,1.0090953,3.7944381,8.824344,2022:04:12:11:40:42.976
197,1649731242997,1.0234683,3.7944381,8.866864,2022:04:12:11:40:42.997
198,1649731243012,1.0258636,3.7752743,8.843508,2022:04:12:11:40:43.012
199,1649731243030,1.0258636,3.780065,8.843508,2022:04:12:11:40:43.030
200,1649731243056,1.0522139,3.7752743,8.836322,2022:04:12:11:40:43.056
201,1649731243072,1.0258636,3.7369466,8.8387165,2022:04:12:11:40:43.072
202,1649731243092,1.033649,3.7513194,8.843508,2022:04:12:11:40:43.092
203,1649731243109,1.0216717,3.7609012,8.8716545,2022:04:12:11:40:43.109
204,1649731243132,1.0264626,3.7609012,8.845903,2022:04:12:11:40:43.132
205,1649731243150,1.0001123,3.7704833,8.8321295,2022:04:12:11:40:43.150
206,1649731243174,1.0120897,3.780065,8.860276,2022:04:12:11:40:43.174
207,1649731243192,1.0096942,3.7824607,8.862672,2022:04:12:11:40:43.192
208,1649731243215,1.0264626,3.789647,8.848299,2022:04:12:11:40:43.215
209,1649731243232,1.0120897,3.780065,8.841112,2022:04:12:11:40:43.232
210,1649731243257,1.024067,3.7872515,8.860276,2022:04:12:11:40:43.257
211,1649731243274,1.0096942,3.7824607,8.8716545,2022:04:12:11:40:43.274
212,1649731243294,1.0090953,3.7704833,8.826739,2022:04:12:11:40:43.294
213,1649731243313,1.0019089,3.7704833,8.850695,2022:04:12:11:40:43.313
214,1649731243346,0.992327,3.7824607,8.878841,2022:04:12:11:40:43.346
215,1649731243357,1.0114908,3.7704833,8.854886,2022:04:12:11:40:43.357
216,1649731243373,1.0378411,3.7513194,8.850695,2022:04:12:11:40:43.373
217,1649731243391,1.0354456,3.7465284,8.876446,2022:04:12:11:40:43.391
218,1649731243415,1.042632,3.7656922,8.881237,2022:04:12:11:40:43.415
219,1649731243435,1.0498185,3.7561104,8.866864,2022:04:12:11:40:43.435
220,1649731243457,1.0402366,3.7704833,8.862073,2022:04:12:11:40:43.457
