5585,5752,Turn Left,1649232523111,1649232526502,1:51,1:55
6705,6872,Turn Left,1649232545769,1649232549149,2:14,2:17
8780,8917,Turn Left,1649232587751,1649232590519,2:55,2:58
10230,10306,Turn Left,1649232617084,1649232618632,3:24,3:26
12777,12873,Turn Left,1649232668615,1649232670558,4:15,4:17
16493,16603,Turn Left,1649232743797,1649232746021,5:29,5:32
17599,17772,Turn Left,1649232766174,1649232769670,5:51,5:55
19424,19589,Turn Right,1649232803096,1649232806435,6:28,6:31
19735,19902,Turn Left,1649232809388,1649232812768,6:34,6:38
21164,21327,Turn Left,1649232838299,1649232841593,7:3,7:6
23476,23608,Turn Left,1649232885079,1649232887748,7:49,7:52
2682,2982,Cruise,1649232464379,1649232470449,0:53,0:59
2983,3183,Cruise,1649232470468,1649232474521,0:59,1:3
3184,3384,Cruise,1649232474537,1649232478581,1:3,1:7
4288,4588,Cruise,1649232496870,1649232502943,1:25,1:31
21907,21991,Lane Change Right,1649232853335,1649232855028,7:18,7:19
