1502,1589,Turn Right,1649741053419,1649741055180,0:30,0:31
3599,3740,Turn Right,1649741095866,1649741098707,1:11,1:14
4099,4174,Turn Left,1649741105984,1649741107491,1:21,1:23
4397,4520,Turn Right,1649741112007,1649741114490,1:27,1:30
5610,5719,Turn Right,1649741136548,1649741138756,1:52,1:54
7942,8075,Turn Right,1649741183750,1649741186431,2:38,2:41
9791,9872,Turn Right,1649741221165,1649741222808,3:15,3:17
11946,12075,Turn Right,1649741264773,1649741267387,3:58,4:1
12475,12625,Turn Left,1649741275470,1649741278503,4:9,4:12
12692,12824,Turn Right,1649741279871,1649741282532,4:13,4:16
13831,14013,Turn Right,1649741302912,1649741306600,4:36,4:40
16049,16193,Turn Right,1649741347789,1649741350709,5:20,5:23
19885,20043,Turn Right,1649741425416,1649741428617,6:37,6:40
20444,20541,Turn Left,1649741436731,1649741438697,6:48,6:50
20621,20764,Turn Right,1649741440312,1649741443216,6:52,6:55
23748,23884,Turn Right,1649741503594,1649741506355,7:54,7:57
25407,25527,Turn Right,1649741537176,1649741539595,8:28,8:30
27387,27540,Turn Right,1649741577235,1649741580329,9:7,9:10
27962,28043,Turn Left,1649741588869,1649741590508,9:19,9:20
28127,28305,Turn Right,1649741592207,1649741595809,9:22,9:26
29176,29368,Turn Right,1649741613435,1649741617330,9:43,9:47
31191,31316,Turn Right,1649741654241,1649741656762,10:23,10:26
4650,4950,Cruise,1649741117124,1649741123203,1:33,1:39
5152,5352,Cruise,1649741127292,1649741131333,1:43,1:47
5925,6025,Cruise,1649741142931,1649741144946,1:58,2:0
6026,6126,Cruise,1649741144969,1649741146990,2:0,2:2
6529,6729,Cruise,1649741155147,1649741159190,2:10,2:14
7332,7632,Cruise,1649741171405,1649741177466,2:26,2:32
7633,7733,Cruise,1649741177484,1649741179508,2:32,2:34
8136,8336,Cruise,1649741187665,1649741191711,2:42,2:46
