1052,1214,Turn Left,1649310072163,1649310075441,0:21,0:24
2871,3076,Turn Left,1649310108968,1649310113118,0:57,1:1
4189,4336,Turn Left,1649310135636,1649310138608,1:23,1:26
4421,4537,Turn Right,1649310140330,1649310142685,1:28,1:30
4840,5046,Turn Left,1649310148804,1649310152991,1:36,1:40
6623,6758,Turn Left,1649310184891,1649310187611,2:12,2:15
10595,10785,Turn Left,1649310265302,1649310269135,3:31,3:35
12503,12696,Turn Left,1649310303901,1649310307798,4:10,4:13
14205,14275,Turn Left,1649310338334,1649310339740,4:44,4:45
17657,17810,Turn Left,1649310408160,1649310411263,5:53,5:56
19511,19737,Turn Left,1649310445674,1649310450257,6:30,6:34
21223,21418,Turn Left,1649310480321,1649310484255,7:4,7:8
24686,24881,Turn Left,1649310550367,1649310554314,8:13,8:17
26787,26953,Turn Left,1649310592887,1649310596227,8:55,8:59
28391,28595,Turn Left,1649310625324,1649310629445,9:27,9:31
30334,30523,Turn Left,1649310664635,1649310668466,10:6,10:10
31993,32135,Turn Left,1649310698208,1649310701083,10:39,10:42
1838,2038,Cruise,1649310088070,1649310092116,0:36,0:40
2240,2440,Cruise,1649310096216,1649310100247,0:44,0:48
2441,2741,Cruise,1649310100270,1649310106348,0:48,0:54
3078,3278,Cruise,1649310113169,1649310117207,1:1,1:5
3683,3783,Cruise,1649310125405,1649310127434,1:13,1:15
3784,3884,Cruise,1649310127453,1649310129467,1:15,1:17
