2718,2817,Turn Right,1649312354188,1649312356189,0:54,0:56
4023,4148,Turn Right,1649312380592,1649312383129,1:20,1:22
4257,4434,Turn Left,1649312385326,1649312388909,1:25,1:28
5983,6147,Turn Right,1649312420248,1649312423565,1:59,2:2
16862,16963,Turn Right,1649312640355,1649312642403,5:37,5:39
18331,18434,Turn Right,1649312670076,1649312672155,6:6,6:8
18811,18931,Turn Left,1649312679778,1649312682211,6:16,6:18
20666,20811,Turn Right,1649312717316,1649312720240,6:53,6:56
21772,21904,Turn Left,1649312739682,1649312742361,7:15,7:18
6256,6556,Cruise,1649312425770,1649312431851,2:5,2:11
10191,10491,Cruise,1649312505383,1649312511466,3:23,3:29
10492,10592,Cruise,1649312511483,1649312513505,3:29,3:31
10593,10793,Cruise,1649312513530,1649312517563,3:31,3:35
10794,10894,Cruise,1649312517582,1649312519607,3:35,3:37
10895,11195,Cruise,1649312519625,1649312525701,3:37,3:43
11397,11597,Cruise,1649312529782,1649312533834,3:47,3:51
9819,9932,Lane Change Right,1649312497864,1649312500147,3:16,3:18
26056,26207,Lane Change Right,1649312826360,1649312829418,8:41,8:44
