2398,2497,Turn Left,2398,2497,0:47,0:49
5889,5958,Turn Left,5889,5958,1:57,1:59
7463,7558,Turn Left,7463,7558,2:29,2:31
8281,8332,Turn Left,8281,8332,2:45,2:46
14230,14288,Turn Left,14230,14288,4:44,4:45
18191,18245,Turn Left,18191,18245,6:3,6:4
19736,19803,Turn Left,19736,19803,6:34,6:36
20053,20110,Turn Right,20053,20110,6:41,6:42
20715,20798,Turn Left,20715,20798,6:54,6:55
25588,25673,Turn Left,25588,25673,8:31,8:33
29094,29168,Turn Left,29094,29168,9:41,9:43
4585,4785,Cruise,4585,4785,1:31,1:35
5996,6296,Cruise,5996,6296,1:59,2:5
6398,6498,Cruise,6398,6498,2:7,2:9
8002,8202,Cruise,8002,8202,2:40,2:44
