1573,1675,Turn Right,1573,1675,0:31,0:33
4125,4225,Turn Right,4125,4225,1:22,1:24
4897,4961,Turn Left,4897,4961,1:37,1:39
5172,5226,Turn Right,5172,5226,1:43,1:44
6737,6791,Turn Right,6737,6791,2:14,2:15
14022,14134,Turn Right,14022,14134,4:40,4:42
16577,16675,Turn Right,16577,16675,5:31,5:33
17344,17461,Turn Left,17344,17461,5:46,5:49
17560,17614,Turn Right,17560,17614,5:51,5:52
19232,19282,Turn Right,19232,19282,6:24,6:25
22080,22167,Turn Right,22080,22167,7:21,7:23
26642,26702,Turn Right,26642,26702,8:52,8:54
29358,29453,Turn Right,29358,29453,9:47,9:49
32357,32453,Turn Right,32357,32453,10:47,10:49
2118,2418,Cruise,2118,2418,0:42,0:48
2419,2619,Cruise,2419,2619,0:48,0:52
2620,2820,Cruise,2620,2820,0:52,0:56
2821,3121,Cruise,2821,3121,0:56,1:2
7696,7996,Cruise,7696,7996,2:33,2:39
8599,8899,Cruise,8599,8899,2:51,2:57
8900,9000,Cruise,8900,9000,2:58,3:0
